begdat,begprc,permno,date,prc
2000-04-18,2000-04-18,87838.0,2000-04-18,7.125
2000-04-19,2000-04-19,87839.0,2000-04-19,4.75
1985-06-07,1985-06-07,87840.0,1985-06-07,47.5
2000-04-07,2000-04-07,87841.0,2000-04-07,29.625
2000-04-05,2000-04-05,87842.0,2000-04-05,14.75
2000-04-20,2000-04-20,87843.0,2000-04-20,21.375
2000-04-06,2000-04-06,87844.0,2000-04-06,16.4375
2000-04-18,2000-04-18,87845.0,2000-04-18,3.75
1985-12-11,1985-12-11,87856.0,1985-12-11,6.625
1985-10-18,1985-10-18,87864.0,1985-10-18,3.0625
1985-09-23,1985-09-23,87872.0,1985-09-23,25.5
1984-11-30,1984-11-30,87899.0,1984-11-30,9.0625
1985-02-15,1985-02-15,87901.0,1985-02-15,11.0
1985-12-09,1985-12-09,87920.0,1985-12-09,8.0
1985-02-27,1985-02-27,87936.0,1985-02-27,9.5625
1984-12-26,1984-12-26,87944.0,1984-12-26,9.0
1984-03-22,1984-03-22,87952.0,1984-03-22,8.5
1985-01-16,1985-01-16,87979.0,1985-01-16,6.625
1984-09-11,1984-09-11,87987.0,1984-09-11,30.5
1983-12-02,1983-12-02,87995.0,1983-12-02,17.5
1985-12-17,1985-12-17,88007.0,1985-12-17,5.75
1985-11-19,1985-11-19,88015.0,1985-11-19,18.375
1985-12-13,1985-12-13,88023.0,1985-12-13,47.0
1985-12-06,1985-12-06,88031.0,1985-12-06,0.15625
1984-10-01,1984-10-01,88050.0,1984-10-01,55.0
1985-06-03,1985-06-03,88066.0,1985-06-03,16.5
1984-11-19,1984-11-19,88074.0,1984-11-19,7.875
1985-10-16,1985-10-16,88082.0,1985-10-16,7.4375
1984-09-10,1984-09-10,88103.0,1984-09-10,6.75
1985-11-22,1985-11-22,88111.0,1985-11-22,1.125
1984-12-07,1984-12-07,88130.0,1984-12-07,35.5
1985-06-05,1985-06-05,88146.0,1985-06-05,10.3125
2000-04-03,2000-04-03,88148.0,2000-04-03,18.0
2000-04-13,2000-04-13,88149.0,2000-04-13,37.0625
2000-04-19,2000-04-19,88150.0,2000-04-19,10.0
2000-04-26,2000-04-26,88151.0,2000-04-26,7.625
2000-04-04,2000-04-04,88152.0,2000-04-04,24.875
2000-04-12,2000-04-12,88153.0,2000-04-12,8.5
1984-10-29,1984-10-29,88154.0,1984-10-29,62.5
2000-04-11,2000-04-11,88155.0,2000-04-11,11.25
2000-04-27,2000-04-27,88156.0,2000-04-27,8.0
2000-04-20,2000-04-20,88157.0,2000-04-20,16.0
2000-04-20,2000-04-20,88158.0,2000-04-20,7.125
2000-04-11,2000-04-11,88159.0,2000-04-11,15.1875
2000-04-14,2000-04-14,88160.0,2000-04-14,4.375
2000-04-27,2000-04-27,88161.0,2000-04-27,14.5
1984-12-11,1984-12-11,88162.0,1984-12-11,6.8125
2000-04-10,2000-04-10,88163.0,2000-04-10,9.25
2000-04-25,2000-04-25,88164.0,2000-04-25,7.375
2000-04-07,2000-04-07,88165.0,2000-04-07,16.0
2000-04-17,2000-04-17,88166.0,2000-04-17,26.5
2000-04-11,2000-04-11,88167.0,2000-04-11,8.5
2000-04-12,2000-04-12,88168.0,2000-04-12,11.0
2000-04-06,2000-04-06,88169.0,2000-04-06,25.0
2000-04-25,2000-04-25,88170.0,2000-04-25,9.75
2000-04-19,2000-04-19,88171.0,2000-04-19,7.0
2000-04-05,2000-04-05,88172.0,2000-04-05,37.0
2000-04-07,2000-04-07,88173.0,2000-04-07,18.75
2000-04-07,2000-04-07,88174.0,2000-04-07,9.5
2000-04-13,2000-04-13,88175.0,2000-04-13,23.0
2000-04-27,2000-04-27,88176.0,2000-04-27,13.5625
2000-04-26,2000-04-26,88177.0,2000-04-26,11.8125
2000-04-07,2000-04-07,88178.0,2000-04-07,35.5625
2000-04-05,2000-04-05,88179.0,2000-04-05,14.75
2000-04-13,2000-04-13,88180.0,2000-04-13,33.9375
2000-04-11,2000-04-11,88181.0,2000-04-11,21.9375
2000-04-28,2000-04-28,88182.0,2000-04-28,21.9375
2000-04-25,2000-04-25,88183.0,2000-04-25,19.75
2000-04-07,2000-04-07,88184.0,2000-04-07,12.5
2000-04-05,2000-04-05,88185.0,2000-04-05,25.625
2000-04-20,2000-04-20,88186.0,2000-04-20,9.125
2000-04-20,2000-04-20,88187.0,2000-04-20,9.0
2000-04-12,2000-04-12,88188.0,2000-04-12,11.0
1984-10-05,1984-10-05,88189.0,1984-10-05,6.875
2000-04-27,2000-04-27,88190.0,2000-04-27,11.0
2000-04-19,2000-04-19,88191.0,2000-04-19,30.125
2000-04-20,2000-04-20,88192.0,2000-04-20,11.0
2000-04-07,2000-04-07,88193.0,2000-04-07,33.0
2000-04-26,2000-04-26,88194.0,2000-04-26,7.0
2000-04-06,2000-04-06,88195.0,2000-04-06,15.0625
2000-04-13,2000-04-13,88196.0,2000-04-13,20.6875
1985-09-03,1985-09-03,88197.0,1985-09-03,40.625
2000-04-28,2000-04-28,88198.0,2000-04-28,17.875
2000-04-07,2000-04-07,88199.0,2000-04-07,28.5
2000-04-03,2000-04-03,88200.0,2000-04-03,10.625
2000-04-20,2000-04-20,88201.0,2000-04-20,19.0
2000-04-05,2000-04-05,88202.0,2000-04-05,20.0
2000-04-07,2000-04-07,88203.0,2000-04-07,19.3125
2000-04-05,2000-04-05,88204.0,2000-04-05,20.25
2000-04-19,2000-04-19,88205.0,2000-04-19,11.25
2000-04-20,2000-04-20,88206.0,2000-04-20,15.875
2000-03-31,2000-03-31,88207.0,2000-03-31,20.9375
2000-05-31,2000-05-31,88208.0,2000-05-31,4.25
2000-05-25,2000-05-25,88209.0,2000-05-25,6.375
1985-11-04,1985-11-04,88210.0,1985-11-04,1.125
2000-05-10,2000-05-10,88211.0,2000-05-10,26.125
2000-05-12,2000-05-12,88212.0,2000-05-12,5.0
2000-05-01,2000-05-01,88213.0,2000-05-01,8.25
2000-05-12,2000-05-12,88214.0,2000-05-12,19.6875
2000-05-19,2000-05-19,88215.0,2000-05-19,140.6875
2000-05-26,2000-05-26,88216.0,2000-05-26,80.96875
2000-05-26,2000-05-26,88217.0,2000-05-26,59.3125
2000-05-26,2000-05-26,88218.0,2000-05-26,91.375
2000-05-26,2000-05-26,88219.0,2000-05-26,55.5
2000-05-26,2000-05-26,88220.0,2000-05-26,78.140625
2000-05-19,2000-05-19,88221.0,2000-05-19,74.3125
2000-05-26,2000-05-26,88222.0,2000-05-26,91.4375
2000-05-26,2000-05-26,88223.0,2000-05-26,75.28125
2000-05-26,2000-05-26,88224.0,2000-05-26,56.0
2000-05-19,2000-05-19,88225.0,2000-05-19,109.75
1985-11-01,1985-11-01,88226.0,1985-11-01,0.9375
2000-05-19,2000-05-19,88227.0,2000-05-19,64.3125
2000-05-26,2000-05-26,88228.0,2000-05-26,71.28125
2000-05-26,2000-05-26,88229.0,2000-05-26,95.6875
2000-05-18,2000-05-18,88230.0,2000-05-18,4.5625
2000-05-11,2000-05-11,88231.0,2000-05-11,5.5
2000-05-31,2000-05-31,88232.0,2000-05-31,16.625
2000-05-11,2000-05-11,88233.0,2000-05-11,36.75
1984-11-13,1984-11-13,88234.0,1984-11-13,6.375
2000-05-26,2000-05-26,88235.0,2000-05-26,14.75
2000-05-05,2000-05-05,88236.0,2000-05-05,92.5625
2000-05-24,2000-05-24,88237.0,2000-05-24,22.0625
2000-05-05,2000-05-05,88238.0,2000-05-05,4.375
2000-05-16,2000-05-16,88239.0,2000-05-16,133.9375
2000-05-10,2000-05-10,88240.0,2000-05-10,10.625
2000-05-31,2000-05-31,88241.0,2000-05-31,9.5
1985-12-06,1985-12-06,88242.0,1985-12-06,17.25
2000-05-09,2000-05-09,88243.0,2000-05-09,123.0
2000-05-03,2000-05-03,88244.0,2000-05-03,4.09375
2000-05-02,2000-05-02,88245.0,2000-05-02,59.125
2000-05-04,2000-05-04,88246.0,2000-05-04,14.0
2000-05-19,2000-05-19,88247.0,2000-05-19,5.53125
2000-05-24,2000-05-24,88248.0,2000-05-24,22.875
2000-05-31,2000-05-31,88249.0,2000-05-31,8.0
2000-05-05,2000-05-05,88250.0,2000-05-05,10.4375
2000-05-18,2000-05-18,88251.0,2000-05-18,14.0
2000-05-24,2000-05-24,88252.0,2000-05-24,4.0625
2000-05-18,2000-05-18,88253.0,2000-05-18,9.40625
2000-05-18,2000-05-18,88254.0,2000-05-18,51.0
2000-05-05,2000-05-05,88255.0,2000-05-05,10.9375
2000-05-05,2000-05-05,88256.0,2000-05-05,7.125
2000-05-10,2000-05-10,88257.0,2000-05-10,30.0
2000-05-10,2000-05-10,88258.0,2000-05-10,11.0
2000-05-19,2000-05-19,88259.0,2000-05-19,20.8125
2000-05-19,2000-05-19,88260.0,2000-05-19,10.890625
2000-05-09,2000-05-09,88261.0,2000-05-09,15.125
2000-05-25,2000-05-25,88262.0,2000-05-25,15.375
2000-05-02,2000-05-02,88263.0,2000-05-02,21.125
2000-05-25,2000-05-25,88264.0,2000-05-25,50.5
2000-05-12,2000-05-12,88265.0,2000-05-12,10.0625
2000-05-05,2000-05-05,88266.0,2000-05-05,47.25
2000-05-12,2000-05-12,88267.0,2000-05-12,5.75
2000-05-25,2000-05-25,88268.0,2000-05-25,8.0
1984-09-27,1984-09-27,88269.0,1984-09-27,11.25
2000-05-18,2000-05-18,88270.0,2000-05-18,11.0625
2000-05-02,2000-05-02,88271.0,2000-05-02,7.3125
2000-05-02,2000-05-02,88272.0,2000-05-02,9.03125
2000-05-22,2000-05-22,88273.0,2000-05-22,4.9375
2000-05-23,2000-05-23,88274.0,2000-05-23,11.375
2000-05-23,2000-05-23,88275.0,2000-05-23,12.0
2000-05-23,2000-05-23,88276.0,2000-05-23,6.5
1985-08-21,1985-08-21,88277.0,1985-08-21,17.625
2000-06-29,2000-06-29,88278.0,2000-06-29,7.625
2000-06-07,2000-06-07,88279.0,2000-06-07,43.875
2000-06-28,2000-06-28,88280.0,2000-06-28,12.3125
2000-06-23,2000-06-23,88281.0,2000-06-23,22.0
2000-06-21,2000-06-21,88282.0,2000-06-21,22.0625
2000-06-07,2000-06-07,88283.0,2000-06-07,12.0
2000-06-09,2000-06-09,88284.0,2000-06-09,13.6875
1985-12-03,1985-12-03,88285.0,1985-12-03,0.046875
2000-06-30,2000-06-30,88287.0,2000-06-30,8.75
2000-06-30,2000-06-30,88288.0,2000-06-30,2.25
2000-06-16,2000-06-16,88289.0,2000-06-16,4.0625
2000-06-23,2000-06-23,88290.0,2000-06-23,19.375
2000-06-16,2000-06-16,88291.0,2000-06-16,60.40625
2000-06-16,2000-06-16,88292.0,2000-06-16,69.75
1985-12-13,1985-12-13,88293.0,1985-12-13,8.625
2000-06-16,2000-06-16,88294.0,2000-06-16,69.796875
2000-06-16,2000-06-16,88295.0,2000-06-16,58.59375
2000-06-16,2000-06-16,88296.0,2000-06-16,63.15625
2000-06-16,2000-06-16,88297.0,2000-06-16,81.03125
2000-06-16,2000-06-16,88298.0,2000-06-16,51.765625
2000-06-16,2000-06-16,88299.0,2000-06-16,41.375
2000-06-16,2000-06-16,88300.0,2000-06-16,40.484375
2000-06-16,2000-06-16,88301.0,2000-06-16,36.171875
2000-06-16,2000-06-16,88302.0,2000-06-16,67.9375
2000-06-16,2000-06-16,88303.0,2000-06-16,60.125
2000-06-19,2000-06-19,88305.0,2000-06-19,10.4375
1985-01-22,1985-01-22,88306.0,1985-01-22,1.75
2000-06-26,2000-06-26,88307.0,2000-06-26,19.25
2000-06-23,2000-06-23,88308.0,2000-06-23,21.25
2000-06-30,2000-06-30,88309.0,2000-06-30,22.375
2000-06-28,2000-06-28,88310.0,2000-06-28,27.8125
2000-06-23,2000-06-23,88311.0,2000-06-23,95.125
2000-06-20,2000-06-20,88312.0,2000-06-20,27.625
2000-06-26,2000-06-26,88313.0,2000-06-26,38.375
1985-10-02,1985-10-02,88314.0,1985-10-02,657.5
2000-06-02,2000-06-02,88315.0,2000-06-02,36.75
2000-06-13,2000-06-13,88316.0,2000-06-13,8.5
2000-06-23,2000-06-23,88317.0,2000-06-23,92.25
2000-06-29,2000-06-29,88319.0,2000-06-29,13.75
2000-06-29,2000-06-29,88320.0,2000-06-29,8.9375
2000-06-23,2000-06-23,88321.0,2000-06-23,47.875
1984-12-20,1984-12-20,88322.0,1984-12-20,6.25
2000-06-21,2000-06-21,88323.0,2000-06-21,5.5
2000-06-14,2000-06-14,88324.0,2000-06-14,15.1875
2000-06-30,2000-06-30,88325.0,2000-06-30,7.0
2000-06-27,2000-06-27,88326.0,2000-06-27,5.875
2000-06-27,2000-06-27,88327.0,2000-06-27,5.5625
2000-06-29,2000-06-29,88328.0,2000-06-29,10.015625
2000-06-27,2000-06-27,88329.0,2000-06-27,17.625
2000-06-22,2000-06-22,88330.0,2000-06-22,7.0
2000-06-21,2000-06-21,88331.0,2000-06-21,9.0
2000-06-29,2000-06-29,88332.0,2000-06-29,47.984375
2000-06-01,2000-06-01,88333.0,2000-06-01,10.125
2000-06-29,2000-06-29,88334.0,2000-06-29,49.375
2000-06-16,2000-06-16,88335.0,2000-06-16,9.6875
2000-06-06,2000-06-06,88336.0,2000-06-06,6.1875
2000-06-20,2000-06-20,88337.0,2000-06-20,7.375
2000-06-27,2000-06-27,88338.0,2000-06-27,13.0
2000-06-01,2000-06-01,88339.0,2000-06-01,5.75
2000-06-30,2000-06-30,88340.0,2000-06-30,43.875
2000-06-19,2000-06-19,88341.0,2000-06-19,29.5
2000-06-02,2000-06-02,88342.0,2000-06-02,10.0
2000-06-06,2000-06-06,88343.0,2000-06-06,13.25
2000-06-06,2000-06-06,88344.0,2000-06-06,13.375
2000-06-28,2000-06-28,88345.0,2000-06-28,9.40625
2000-05-05,2000-05-05,88346.0,2000-05-05,8.375
2000-06-21,2000-06-21,88347.0,2000-06-21,26.9375
2000-06-30,2000-06-30,88348.0,2000-06-30,12.5
1984-11-12,1984-11-12,88349.0,1984-11-12,2.125
2000-06-01,2000-06-01,88350.0,2000-06-01,13.75
2000-06-01,2000-06-01,88351.0,2000-06-01,4.125
2000-06-13,2000-06-13,88352.0,2000-06-13,9.03125
2000-06-13,2000-06-13,88353.0,2000-06-13,18.25
2000-06-14,2000-06-14,88354.0,2000-06-14,48.0
2000-06-06,2000-06-06,88355.0,2000-06-06,22.75
1985-07-18,1985-07-18,88357.0,1985-07-18,14.4375
2000-06-21,2000-06-21,88358.0,2000-06-21,32.875
2000-06-30,2000-06-30,88359.0,2000-06-30,13.0
2000-06-27,2000-06-27,88360.0,2000-06-27,56.625
2000-06-01,2000-06-01,88361.0,2000-06-01,15.375
2000-06-30,2000-06-30,88362.0,2000-06-30,12.125
2000-06-06,2000-06-06,88363.0,2000-06-06,29.875
2000-06-01,2000-06-01,88364.0,2000-06-01,82.5625
1985-01-21,1985-01-21,88365.0,1985-01-21,20.125
2000-06-15,2000-06-15,88366.0,2000-06-15,17.625
2000-06-01,2000-06-01,88367.0,2000-06-01,10.1875
2000-06-15,2000-06-15,88368.0,2000-06-15,8.25
2000-06-30,2000-06-30,88369.0,2000-06-30,24.0
2000-06-23,2000-06-23,88370.0,2000-06-23,7.71875
2000-06-14,2000-06-14,88371.0,2000-06-14,19.3125
2000-06-07,2000-06-07,88372.0,2000-06-07,24.75
1984-10-09,1984-10-09,88373.0,1984-10-09,9.9375
2000-06-26,2000-06-26,88374.0,2000-06-26,6.75
2000-06-02,2000-06-02,88375.0,2000-06-02,9.0
2000-06-01,2000-06-01,88376.0,2000-06-01,6.0
2000-06-27,2000-06-27,88377.0,2000-06-27,34.125
2000-06-30,2000-06-30,88378.0,2000-06-30,90.25
2000-06-16,2000-06-16,88379.0,2000-06-16,14.0
2000-07-03,2000-07-03,88380.0,2000-07-03,16.0
1985-11-07,1985-11-07,88381.0,1985-11-07,10.875
2000-06-05,2000-06-05,88382.0,2000-06-05,10.8125
2000-06-07,2000-06-07,88383.0,2000-06-07,7.6875
2000-06-26,2000-06-26,88384.0,2000-06-26,32.0
2000-06-29,2000-06-29,88385.0,2000-06-29,16.875
2000-06-07,2000-06-07,88386.0,2000-06-07,8.78125
1998-06-15,1998-06-15,88388.0,1998-06-15,35.9375
2000-07-31,2000-07-31,88391.0,2000-07-31,27.875
2006-06-08,2006-06-08,88392.0,2006-06-08,34.0200004577637
2000-07-12,2000-07-12,88393.0,2000-07-12,19.3125
2000-07-14,2000-07-14,88396.0,2000-07-14,18.875
2000-07-28,2000-07-28,88397.0,2000-07-28,76.5625
2000-07-28,2000-07-28,88398.0,2000-07-28,127.796875
2000-07-28,2000-07-28,88399.0,2000-07-28,102.4375
1985-06-28,1985-06-28,88400.0,1985-06-28,0.203125
2000-07-28,2000-07-28,88401.0,2000-07-28,75.53125
2000-07-28,2000-07-28,88402.0,2000-07-28,69.046875
2000-07-28,2000-07-28,88403.0,2000-07-28,64.34375
2000-07-28,2000-07-28,88404.0,2000-07-28,71.859375
2000-07-28,2000-07-28,88405.0,2000-07-28,76.625
2000-07-28,2000-07-28,88406.0,2000-07-28,67.0625
2000-07-28,2000-07-28,88407.0,2000-07-28,77.6875
2000-07-10,2000-07-10,88409.0,2000-07-10,5.875
2000-07-27,2000-07-27,88410.0,2000-07-27,27.0
2000-07-11,2000-07-11,88411.0,2000-07-11,17.625
2000-07-11,2000-07-11,88412.0,2000-07-11,13.125
2000-07-31,2000-07-31,88413.0,2000-07-31,17.0
2000-07-24,2000-07-24,88414.0,2000-07-24,37.25
2000-07-27,2000-07-27,88415.0,2000-07-27,36.0
2000-07-17,2000-07-17,88416.0,2000-07-17,8.0
2000-07-11,2000-07-11,88417.0,2000-07-11,23.9375
2000-07-19,2000-07-19,88418.0,2000-07-19,23.4375
2000-07-20,2000-07-20,88419.0,2000-07-20,31.953125
2000-07-27,2000-07-27,88420.0,2000-07-27,30.875
2000-07-28,2000-07-28,88421.0,2000-07-28,25.0
2000-07-11,2000-07-11,88422.0,2000-07-11,11.0
2000-07-28,2000-07-28,88423.0,2000-07-28,96.75
2000-07-03,2000-07-03,88424.0,2000-07-03,44.25
2000-07-25,2000-07-25,88425.0,2000-07-25,54.78125
2000-07-10,2000-07-10,88426.0,2000-07-10,8.25
2000-07-28,2000-07-28,88427.0,2000-07-28,6.0
2000-07-12,2000-07-12,88428.0,2000-07-12,44.5
1985-12-04,1985-12-04,88429.0,1985-12-04,14.4375
2000-07-28,2000-07-28,88430.0,2000-07-28,84.71875
2000-07-21,2000-07-21,88431.0,2000-07-21,19.6875
2000-07-18,2000-07-18,88432.0,2000-07-18,25.4375
2000-07-06,2000-07-06,88433.0,2000-07-06,10.0
2000-07-27,2000-07-27,88434.0,2000-07-27,19.75
2000-07-28,2000-07-28,88435.0,2000-07-28,10.0
2000-07-18,2000-07-18,88436.0,2000-07-18,12.25
1985-07-18,1985-07-18,88437.0,1985-07-18,7.125
2000-07-11,2000-07-11,88439.0,2000-07-11,11.1875
2000-07-25,2000-07-25,88440.0,2000-07-25,8.125
2000-07-28,2000-07-28,88441.0,2000-07-28,21.625
2000-07-24,2000-07-24,88442.0,2000-07-24,17.5
2000-07-26,2000-07-26,88443.0,2000-07-26,20.0
2000-07-31,2000-07-31,88444.0,2000-07-31,10.0
1985-11-25,1985-11-25,88445.0,1985-11-25,13.625
2000-07-28,2000-07-28,88446.0,2000-07-28,39.171875
2000-07-25,2000-07-25,88447.0,2000-07-25,8.9375
2000-07-13,2000-07-13,88448.0,2000-07-13,12.484375
2000-07-13,2000-07-13,88449.0,2000-07-13,4.875
2000-07-10,2000-07-10,88450.0,2000-07-10,24.5
2000-07-28,2000-07-28,88451.0,2000-07-28,10.0625
2000-07-18,2000-07-18,88452.0,2000-07-18,5.75
1984-10-30,1984-10-30,88453.0,1984-10-30,2.375
2000-07-28,2000-07-28,88454.0,2000-07-28,25.5625
2000-07-27,2000-07-27,88455.0,2000-07-27,18.0
2000-07-27,2000-07-27,88456.0,2000-07-27,14.3125
2000-07-13,2000-07-13,88457.0,2000-07-13,29.0
2000-07-14,2000-07-14,88458.0,2000-07-14,34.0
2000-07-28,2000-07-28,88459.0,2000-07-28,8.0
2000-07-11,2000-07-11,88460.0,2000-07-11,16.0
1985-04-19,1985-04-19,88461.0,1985-04-19,9.375
2000-07-14,2000-07-14,88462.0,2000-07-14,21.875
2000-07-27,2000-07-27,88463.0,2000-07-27,14.375
2000-07-31,2000-07-31,88464.0,2000-07-31,30.75
2000-07-06,2000-07-06,88465.0,2000-07-06,9.375
2000-07-24,2000-07-24,88466.0,2000-07-24,22.125
2000-07-12,2000-07-12,88467.0,2000-07-12,13.0
2000-07-19,2000-07-19,88468.0,2000-07-19,32.625
2000-07-13,2000-07-13,88469.0,2000-07-13,40.3125
2000-07-21,2000-07-21,88470.0,2000-07-21,22.75
2000-07-18,2000-07-18,88471.0,2000-07-18,24.0
2000-07-13,2000-07-13,88472.0,2000-07-13,10.5625
2000-07-20,2000-07-20,88473.0,2000-07-20,5.09375
2000-07-13,2000-07-13,88474.0,2000-07-13,38.4375
2000-07-20,2000-07-20,88475.0,2000-07-20,16.1875
2000-07-21,2000-07-21,88476.0,2000-07-21,24.5
2000-07-28,2000-07-28,88477.0,2000-07-28,11.875
2000-07-28,2000-07-28,88478.0,2000-07-28,33.0625
2000-08-24,2000-08-24,88479.0,2000-08-24,5.5
1985-06-13,1985-06-13,88480.0,1985-06-13,12.5
2000-08-09,2000-08-09,88481.0,2000-08-09,66.5
2000-08-09,2000-08-09,88482.0,2000-08-09,2.5625
2000-08-02,2000-08-02,88483.0,2000-08-02,29.625
2000-08-10,2000-08-10,88484.0,2000-08-10,5.625
2000-08-02,2000-08-02,88485.0,2000-08-02,18.75
2000-08-17,2000-08-17,88486.0,2000-08-17,5.5
2000-08-01,2000-08-01,88487.0,2000-08-01,45.875
2000-08-30,2000-08-30,88488.0,2000-08-30,95.0
2000-08-24,2000-08-24,88489.0,2000-08-24,18.9375
2000-08-10,2000-08-10,88490.0,2000-08-10,28.625
2000-08-01,2000-08-01,88492.0,2000-08-01,2.6875
2000-08-17,2000-08-17,88493.0,2000-08-17,6.375
2000-08-15,2000-08-15,88494.0,2000-08-15,11.125
2000-08-10,2000-08-10,88495.0,2000-08-10,19.75
1985-08-16,1985-08-16,88496.0,1985-08-16,3.4375
2000-08-08,2000-08-08,88497.0,2000-08-08,52.75
2000-08-09,2000-08-09,88498.0,2000-08-09,8.25
2000-08-11,2000-08-11,88499.0,2000-08-11,11.5625
2000-08-08,2000-08-08,88500.0,2000-08-08,8.4375
2000-08-08,2000-08-08,88501.0,2000-08-08,17.0
2000-08-29,2000-08-29,88502.0,2000-08-29,17.375
2000-08-17,2000-08-17,88503.0,2000-08-17,9.375
2000-08-04,2000-08-04,88504.0,2000-08-04,23.0625
2000-08-21,2000-08-21,88505.0,2000-08-21,5.5625
2000-08-28,2000-08-28,88506.0,2000-08-28,8.0
2000-08-11,2000-08-11,88507.0,2000-08-11,11.125
2000-08-09,2000-08-09,88508.0,2000-08-09,12.5
1985-05-15,1985-05-15,88509.0,1985-05-15,0.40625
2000-08-02,2000-08-02,88510.0,2000-08-02,20.25
2000-08-01,2000-08-01,88511.0,2000-08-01,24.375
2000-08-01,2000-08-01,88512.0,2000-08-01,7.0
2000-08-04,2000-08-04,88513.0,2000-08-04,14.0625
2000-08-04,2000-08-04,88514.0,2000-08-04,19.125
2000-08-03,2000-08-03,88515.0,2000-08-03,19.0
2000-08-15,2000-08-15,88516.0,2000-08-15,25.75
1985-06-03,1985-06-03,88517.0,1985-06-03,1.390625
2000-08-15,2000-08-15,88518.0,2000-08-15,4.875
2000-08-11,2000-08-11,88519.0,2000-08-11,13.125
2000-08-03,2000-08-03,88520.0,2000-08-03,6.125
2000-08-10,2000-08-10,88521.0,2000-08-10,11.75
2000-08-10,2000-08-10,88522.0,2000-08-10,18.0
2000-08-04,2000-08-04,88523.0,2000-08-04,8.125
2000-08-02,2000-08-02,88524.0,2000-08-02,18.140625
1985-09-06,1985-09-06,88525.0,1985-09-06,1.75
2000-08-04,2000-08-04,88526.0,2000-08-04,22.5
2000-08-02,2000-08-02,88527.0,2000-08-02,16.0625
2000-08-22,2000-08-22,88528.0,2000-08-22,6.0
2000-08-09,2000-08-09,88529.0,2000-08-09,18.0
2000-08-03,2000-08-03,88530.0,2000-08-03,9.5
2000-08-15,2000-08-15,88531.0,2000-08-15,9.0
2000-08-03,2000-08-03,88532.0,2000-08-03,15.0
1985-12-17,1985-12-17,88533.0,1985-12-17,3.40625
2000-08-04,2000-08-04,88534.0,2000-08-04,12.1875
2000-08-22,2000-08-22,88535.0,2000-08-22,10.75
2000-08-18,2000-08-18,88536.0,2000-08-18,24.875
2000-08-28,2000-08-28,88537.0,2000-08-28,4.25
2000-08-11,2000-08-11,88538.0,2000-08-11,49.5
2000-08-15,2000-08-15,88539.0,2000-08-15,8.0
2000-08-10,2000-08-10,88540.0,2000-08-10,21.875
1985-04-19,1985-04-19,88541.0,1985-04-19,0.875
2000-08-04,2000-08-04,88542.0,2000-08-04,8.0
2000-08-09,2000-08-09,88543.0,2000-08-09,85.5625
2000-08-09,2000-08-09,88544.0,2000-08-09,10.0
2000-08-08,2000-08-08,88545.0,2000-08-08,21.6875
2000-08-08,2000-08-08,88546.0,2000-08-08,10.0
2000-08-18,2000-08-18,88547.0,2000-08-18,9.5
2000-08-18,2000-08-18,88548.0,2000-08-18,12.0
2000-08-23,2000-08-23,88549.0,2000-08-23,20.765625
2000-08-02,2000-08-02,88550.0,2000-08-02,18.5
2000-08-16,2000-08-16,88551.0,2000-08-16,13.375
2000-08-16,2000-08-16,88552.0,2000-08-16,8.875
2000-08-09,2000-08-09,88553.0,2000-08-09,9.0625
2000-08-18,2000-08-18,88554.0,2000-08-18,23.0
2000-08-15,2000-08-15,88555.0,2000-08-15,11.546875
2000-08-08,2000-08-08,88556.0,2000-08-08,13.5
2000-08-01,2000-08-01,88557.0,2000-08-01,7.875
2000-08-10,2000-08-10,88558.0,2000-08-10,7.375
2000-08-09,2000-08-09,88559.0,2000-08-09,9.03125
1985-06-12,1985-06-12,88560.0,1985-06-12,2.625
2000-08-09,2000-08-09,88561.0,2000-08-09,17.0
2000-08-03,2000-08-03,88562.0,2000-08-03,36.125
2000-08-03,2000-08-03,88563.0,2000-08-03,17.875
2000-08-10,2000-08-10,88564.0,2000-08-10,14.0625
2000-08-03,2000-08-03,88565.0,2000-08-03,10.5
2000-08-03,2000-08-03,88566.0,2000-08-03,21.875
2000-09-01,2000-09-01,88567.0,2000-09-01,9.0
2000-08-02,2000-08-02,88568.0,2000-08-02,11.1875
2000-08-01,2000-08-01,88569.0,2000-08-01,56.75
2000-08-25,2000-08-25,88570.0,2000-08-25,8.75
2000-08-15,2000-08-15,88571.0,2000-08-15,7.0
2000-08-11,2000-08-11,88572.0,2000-08-11,7.0625
2000-08-01,2000-08-01,88573.0,2000-08-01,10.0625
2000-08-08,2000-08-08,88574.0,2000-08-08,25.0
2000-08-04,2000-08-04,88575.0,2000-08-04,30.125
1985-03-08,1985-03-08,88576.0,1985-03-08,8.1875
2000-08-09,2000-08-09,88577.0,2000-08-09,11.0
2000-08-03,2000-08-03,88578.0,2000-08-03,9.90625
2000-08-10,2000-08-10,88579.0,2000-08-10,13.5
2000-08-01,2000-08-01,88580.0,2000-08-01,12.4375
2000-08-03,2000-08-03,88581.0,2000-08-03,6.0
2000-08-18,2000-08-18,88582.0,2000-08-18,8.0
2000-08-18,2000-08-18,88583.0,2000-08-18,32.25
1985-04-15,1985-04-15,88584.0,1985-04-15,4.5625
2000-08-01,2000-08-01,88585.0,2000-08-01,14.0
2000-09-26,2000-09-26,88586.0,2000-09-26,7.0625
2000-10-02,2000-10-02,88587.0,2000-10-02,20.1875
2000-09-19,2000-09-19,88588.0,2000-09-19,21.0
