company_name,issue_date,search_vol_avg,search_avail
wellcare health plans inc,2004-06-30,,0
ultra clean holdings inc,2004-03-24,,0
cbre group inc,2004-06-09,,0
acadia pharmaceuticals inc,2004-05-26,,0
alnylam pharmaceuticals inc,2004-05-27,,0
inhibitex inc,2004-06-03,,0
nuvasive inc,2004-05-12,,0
angiodynamics inc,2004-05-26,,0
blackboard inc,2004-06-17,,0
greenhill & co inc,2004-05-05,,0
blue nile inc,2004-05-19,,0
momenta pharmaceuticals inc,2004-06-21,,0
kanbay international inc,2004-07-22,,0
cotherix inc,2004-10-15,,0
dfc global corp,2005-01-27,,0
jackson hewitt tax service inc,2004-06-21,,0
holly energy partners lp,2004-07-07,,0
phase forward inc,2004-07-14,,0
digirad corp,2004-06-09,,0
life time fitness inc,2004-06-30,,0
affirmative insurance holdings inc,2004-07-09,,0
mortgageit holdings inc,2004-07-29,,0
cabelas inc,2004-06-24,,0
leadis technology inc,2004-06-15,,0
design within reach inc,2004-06-29,,0
aames investment corp,2004-11-02,,0
fairpoint communications inc,2005-02-03,,0
senomyx inc,2004-06-21,,0
cohen & steers inc,2004-08-12,,0
taleo corp,2005-09-28,,0
xenogen corp,2004-07-16,,0
viacell inc,2005-01-20,,0
uap holding corp,2004-11-22,,0
windstream holdings inc,2005-02-08,,0
bucyrus international inc,2004-07-22,,0
iowa telecommunications services inc,2004-11-17,,0
mmrglobal inc,2005-02-02,,0
color kinetics inc,2004-06-22,,0
stonemor partners lp,2004-09-14,,0
molecular templates inc,2005-02-03,,0
greenfield online inc,2004-07-15,,0
dominos pizza inc,2004-07-12,,0
collegiate funding services inc,2004-07-15,,0
multi fineline electronix inc,2004-06-25,,0
emerald oil inc,2004-08-09,,0
netlogic microsystems inc,2004-07-08,,0
thomas properties group inc,2004-10-06,,0
bill barrett corp,2004-12-09,,0
radiation therapy services inc,2004-06-18,,0
navteq corp,2004-08-06,,0
auxilium pharmaceuticals inc,2004-07-23,,0
google inc,2004-08-18,,0
planetout inc,2004-10-13,,0
mannkind corp,2004-07-28,,0
w&t offshore inc,2005-01-27,,0
new river pharmaceuticals inc,2004-08-05,,0
morningstar inc,2005-05-02,,0
stereotaxis inc,2004-08-11,,0
rightnow technologies inc,2004-08-05,,0
peoplesupport inc,2004-09-30,,0
huron consulting group inc,2004-10-12,,0
answers corp,2004-10-13,,0
neurometrix inc,2004-07-22,,0
fuzebox software corp,2004-09-29,,0
dex media inc,2004-07-21,,0
educate inc,2004-09-22,,0
cogent inc,2004-09-23,,0
enersys,2004-07-29,,0
lumera corp,2004-07-22,,0
volterra semiconductor corp,2004-07-28,,0
ziprealty inc,2004-11-09,,0
commercial vehicle group inc,2004-08-04,,0
westlake chemical corp,2004-08-10,,0
rtw retailwinds inc,2004-10-06,,0
rtw retailwinds inc,2004-10-06,,0
visual sciences inc,2004-09-27,,0
beacon roofing supply inc,2004-09-22,,0
pilgrims pride corp of georgia inc,2004-10-06,,0
ssa global technologies inc,2005-05-26,,0
innoviva inc,2004-10-05,,0
xerium technologies inc,2005-05-16,,0
inphonic inc,2004-11-16,,0
pra international,2004-11-17,,0
interline brands inc/de,2004-12-15,,0
gfi group inc,2005-01-25,,0
coffee holding co inc,2005-05-02,,0
ikanos communications inc,2005-09-21,,0
local corp,2004-10-18,,0
jamdat mobile inc,2004-09-28,,0
international securities exchange holdings inc,2005-03-08,,0
valley bancorp,2004-09-23,,0
monolithic power systems inc,2004-11-18,,0
celebrate express inc,2004-10-19,,0
odimo inc,2005-02-14,,0
ormat technologies inc,2004-11-10,,0
dreamworks animation llc,2004-10-27,,0
dreamworks animation llc,2004-10-27,,0
dreamworks animation llc,2004-10-27,,0
cabg medical inc,2004-12-07,,0
vnus medical technologies inc,2004-10-20,,0
specialty underwriters alliance inc,2004-11-17,,0
prestige consumer healthcare inc,2005-02-09,,0
national atlantic holdings corp,2005-04-20,,0
kmg america corp,2004-12-15,,0
adeza biomedical corp,2004-12-10,,0
heartland payment systems inc,2005-08-10,,0
us shipping partners lp,2004-10-28,,0
build a bear workshop inc,2004-10-28,,0
foxhollow technologies inc,2004-10-27,,0
comstock holding companies inc,2004-12-14,,0
trade street residential inc,2004-12-15,,0
macquarie infrastructure co trust,2004-12-15,,0
arbinet corp,2004-12-16,,0
market leader inc,2004-12-09,,0
las vegas sands corp,2004-12-14,,0
manitex international inc,2005-02-14,,0
tower group international ltd,2004-10-20,,0
spy inc,2004-12-13,,0
seabright holdings inc,2005-01-20,,0
conor medsystems inc,2004-12-14,,0
national interstate corp,2005-01-27,,0
herbalife nutrition ltd,2004-12-15,,0
jorgensen earle m co de,2005-04-14,,0
texas roadhouse inc,2004-10-04,,0
bois d arc energy inc,2005-05-06,,0
intralase corp,2004-10-06,,0
calamos asset management inc /de/,2004-10-27,,0
arc document solutions inc,2005-02-03,,0
sunstone hotel investors inc,2004-10-20,,0
first state financial corp/fl,2004-12-09,,0
optionsxpress holdings inc,2005-01-26,,0
celanese corp,2005-01-20,,0
celanese corp,2005-01-20,,0
syniverse holdings inc,2005-02-09,,0
fusion connect inc,2005-02-11,,0
fusion connect inc,2005-02-11,,0
alpha natural resources inc,2004-12-08,,0
universal logistics holdings inc,2005-02-10,,0
symmetry medical inc,2004-12-08,,0
emageon inc,2005-02-09,,0
dolby laboratories inc,2005-02-16,,0
unica corp,2005-08-02,,0
wex inc,2005-02-15,,0
ftd group inc,2005-02-08,,0
huntsman corp,2005-02-10,,0
huntsman corp,2005-02-10,,0
lhc group inc,2005-06-08,,0
warren resources inc,2004-12-16,,0
exlservice holdings inc,2006-10-19,,0
alpha natural resources inc/old,2005-02-14,,0
great wolf resorts inc,2004-12-14,,0
consolidated communications holdings inc,2005-07-21,,0
bluelinx holdings inc,2004-12-13,,0
epirus biopharmaceuticals inc,2005-11-09,,0
advance america cash advance centers inc,2004-12-15,,0
lazard ltd,2005-05-04,,0
panamsat holding corp,2005-03-16,,0
accuride corp,2005-04-25,,0
verifone systems inc,2005-04-29,,0
north pointe holdings corp,2005-09-23,,0
dexcom inc,2005-04-13,,0
crestwood holdings lp,2005-06-20,,0
silicon graphics international corp,2005-06-09,,0
ihs inc,2005-11-10,,0
reddy ice holdings inc,2005-08-09,,0
rockwood holdings inc,2005-08-16,,0
accentia biopharmaceuticals inc,2005-10-27,,0
montvale technologies inc,2006-10-18,,0
builders firstsource inc,2005-06-22,,0
jer investors trust inc,2005-07-13,,0
fastclick inc,2005-03-31,,0
zumiez inc,2005-05-05,,0
black raven energy inc,2005-04-12,,0
citi trends inc,2005-05-17,,0
horizon lines inc,2005-09-26,,0
micrus endovascular corp,2005-06-16,,0
transmontaigne partners llc,2005-05-24,,0
warner music group corp,2005-05-10,,0
premium standard farms inc,2005-06-13,,0
designer brands inc,2005-06-28,,0
designer brands inc,2005-06-28,,0
freightcar america inc,2005-04-05,,0
intercontinental exchange holdings inc,2005-11-15,,0
diamond foods inc,2005-07-20,,0
adams respiratory therapeutics inc,2005-07-20,,0
lincoln educational services corp,2005-06-22,,0
neustar inc,2005-06-28,,0
hemosense inc,2005-06-28,,0
eagle bulk shipping inc,2005-06-22,,0
advanced analogic technologies inc,2005-08-03,,0
ev inc,2005-06-16,,0
cryocor inc,2005-07-13,,0
refco inc,2005-08-10,,0
kenexa corp,2005-06-24,,0
worldspace inc,2005-08-03,,0
spansion inc,2005-12-15,,0
allion healthcare inc,2005-06-22,,0
pike corp,2005-07-26,,0
capella education co,2006-11-09,,0
orchids paper products co /de,2005-07-14,,0
atricure inc,2005-08-05,,0
coley pharmaceutical group inc,2005-08-09,,0
maidenform brands llc,2005-07-22,,0
mwi veterinary supply inc,2005-08-03,,0
mwi veterinary supply inc,2005-08-03,,0
webcom group inc,2005-11-01,,0
parent co,2005-08-02,,0
advanced life sciences holdings inc,2005-08-04,,0
volcom inc,2005-06-29,,0
williams scotsman international inc,2005-09-19,,0
james river group inc,2005-08-08,,0
avalon pharmaceuticals inc,2005-09-29,,0
hittite microwave corp,2005-07-21,,0
genco shipping & trading ltd,2005-07-21,,0
superior well services inc,2005-07-28,,0
eschelon telecom inc,2005-08-04,,0
trx inc/ga,2005-09-27,,0
cbot holdings inc,2005-10-18,,0
republic companies group inc,2005-08-03,,0
global partners lp,2005-09-28,,0
alon usa energy inc,2005-07-28,,0
rbc bearings inc,2005-08-09,,0
webmd health corp,2005-09-28,,0
dresserrand group inc,2005-08-04,,0
cf industries holdings inc,2005-08-10,,0
cbeyond inc,2005-11-01,,0
golf galaxy inc,2005-07-29,,0
k&f industries holdings inc,2005-08-08,,0
bronco drilling company inc,2005-08-16,,0
kona grill inc,2005-08-16,,0
strata skin sciences inc,2005-10-28,,0
tronox inc,2005-11-21,,0
vocus inc,2005-12-06,,0
tal international group inc,2005-10-11,,0
sealy corp,2006-04-06,,0
town sports international holdings inc,2006-06-01,,0
hercules offshore inc,2005-10-26,,0
genomic health inc,2005-09-28,,0
caribou coffee company inc,2005-09-28,,0
american commercial lines inc,2005-10-06,,0
nxstage medical inc,2005-10-27,,0
state national bancshares inc,2005-09-29,,0
irobot corp,2005-11-08,,0
dealertrack technologies inc,2005-12-12,,0
nci inc,2005-10-20,,0
emergency medical services lp,2005-12-15,,0
emergency medical services lp,2005-12-15,,0
sajan inc,2005-10-26,,0
amerisafe inc,2005-11-17,,0
pokertek inc,2005-10-13,,0
brookdale senior living inc,2005-11-21,,0
clear channel outdoor holdings inc,2005-11-10,,0
penson worldwide inc,2006-05-17,,0
cynosure inc,2005-12-08,,0
union drilling inc,2005-11-21,,0
crocs inc,2006-02-07,,0
j crew group inc,2006-06-27,,0
rmx holdings inc,2005-08-23,,0
dei holdings inc,2005-12-15,,0
sunpower corp,2005-11-16,,0
under armour inc,2005-11-17,,0
dover saddlery inc,2005-11-17,,0
sgx pharmaceuticals inc,2006-01-31,,0
koppers holdings inc,2006-01-31,,0
amcomp inc /fl,2006-02-09,,0
regency energy partners lp,2006-01-30,,0
mastercard inc,2006-05-24,,0
fortunet inc,2006-01-31,,0
western refining inc,2006-01-18,,0
orchard enterprises inc,2006-02-02,,0
castle brands inc,2006-04-05,,0
superior energy servicesnorth america services inc,2006-04-20,,0
intercell usa inc,2006-02-01,,0
nighthawk radiology holdings inc,2006-02-08,,0
acorda therapeutics inc,2006-02-09,,0
ntelos holdings corp,2006-02-08,,0
calumet specialty products partners lp,2006-01-25,,0
healthspring inc,2006-02-02,,0
altus pharmaceuticals inc,2006-01-26,,0
h&e equipment services inc,2006-01-30,,0
thomas weisel partners group inc,2006-02-01,,0
smart modular technologies (wwh) inc,2006-02-02,,0
chipotle mexican grill inc,2006-01-25,,0
morgans hotel group co,2006-02-13,,0
dex liquidating co,2006-02-02,,0
clayton holdings inc,2006-03-23,,0
molecular insight pharmaceuticals inc,2007-02-01,,0
pernix sleep inc,2005-12-14,,0
magellan midstream holdings lp,2006-02-09,,0
dyncorp international inc,2006-05-03,,0
liquidity services inc,2006-02-22,,0
alliance holdings gp lp,2006-05-09,,0
exco resources inc,2006-02-08,,0
visicu inc,2006-04-04,,0
nextest systems corp,2006-03-21,,0
american railcar industries inc,2006-01-19,,0
compass group diversified holdings llc,2006-05-10,,0
global traffic network inc,2006-03-23,,0
transdigm group inc,2006-03-14,,0
venoco inc,2006-11-16,,0
alexza pharmaceuticals inc,2006-03-08,,0
cpi international inc,2006-04-27,,0
vanda pharmaceuticals inc,2006-04-12,,0
positiveid corp,2007-02-09,,0
techwell inc,2006-06-21,,0
targa energy lp,2006-07-20,,0
catalyst biosciences inc,2006-04-11,,0
omrix biopharmaceuticals inc,2006-04-20,,0
mueller water products inc,2006-05-25,,0
goodman global inc,2006-04-05,,0
alphatec holdings inc,2006-06-02,,0
delek us energy inc,2006-05-03,,0
vonage holdings corp,2006-05-23,,0
paratek pharmaceuticals inc,2006-05-09,,0
biomimetic therapeutics inc,2006-05-12,,0
luna innovations inc,2006-06-02,,0
burger king holdings inc,2006-05-17,,0
cleveland biolabs inc,2006-07-20,,0
synchronoss technologies inc,2006-06-15,,0
northstar neuroscience inc,2006-05-04,,0
loopnet inc,2006-06-06,,0
darwin professional underwriters inc,2006-05-18,,0
pgt innovations inc,2006-06-27,,0
restore medical inc,2006-05-16,,0
commvault systems inc,2006-09-21,,0
cowen holdings inc,2006-07-12,,0
houston wire & cable co,2006-06-14,,0
volcano corp,2006-06-14,,0
verasun energy corp,2006-06-13,,0
aventine renewable energy holdings inc,2006-06-28,,0
nustar gp holdings llc,2006-07-13,,0
achillion pharmaceuticals inc,2006-10-25,,0
omniture inc,2006-06-27,,0
cardiovascular systems inc,2006-06-27,,0
chart industries inc,2006-07-25,,0
kbr inc,2006-11-15,,0
buckeye gp holdings lp,2006-08-03,,0
riverbed technology inc,2006-09-20,,0
ehealth inc,2006-10-12,,0
lemaitre vascular inc,2006-10-19,,0
home diagnostics inc,2006-09-20,,0
divx inc,2006-09-21,,0
pharmasset inc,2007-04-26,,0
manifold capital corp,2006-11-09,,0
innerworkings inc,2006-08-15,,0
icf international inc,2006-09-27,,0
geomet inc,2006-07-27,,0
geomet inc,2006-07-27,,0
osiris therapeutics inc,2006-08-03,,0
evercore inc,2006-08-10,,0
breitburn energy partners lp,2006-10-04,,0
susser holdings corp,2006-10-18,,0
orbcomm inc,2006-11-02,,0
artes medical inc,2006-12-19,,0
harvest oil & gas corp,2006-09-26,,0
allegiant travel co,2006-12-07,,0
hiland holdings gp lp,2006-09-19,,0
senorx inc,2007-03-28,,0
first mercury financial corp,2006-10-17,,0
cal dive international inc,2006-12-14,,0
aircastle ltd,2006-08-07,,0
acme packet inc,2006-10-12,,0
trubion pharmaceuticals inc,2006-10-17,,0
eagle rock energy partners l p,2006-10-24,,0
sanchez midstream partners lp,2006-11-15,,0
sucampo pharmaceuticals inc,2007-08-02,,0
archrock partners lp,2006-10-16,,0
shutterfly inc,2006-09-28,,0
optium corp,2006-10-26,,0
bare escentuals inc,2006-09-28,,0
first solar inc,2006-11-16,,0
spirit aerosystems holdings inc,2006-11-20,,0
penn virginia gp holdings lp,2006-12-04,,0
herc holdings inc,2006-11-15,,0
nymex holdings inc,2006-11-16,,0
cadence pharmaceuticals inc,2006-10-24,,0
globalstar inc,2006-11-01,,0
innophos holdings inc,2006-11-02,,0
debt resolve inc,2006-11-01,,0
debt resolve inc,2006-11-01,,0
gatehouse media inc,2006-10-24,,0
catalyst pharmaceuticals inc,2006-11-07,,0
atlas energy resources llc,2006-12-12,,0
affymax inc,2006-12-14,,0
trimas corp,2007-05-17,,0
us bioenergy corp,2006-12-14,,0
onebeacon insurance group ltd,2006-11-08,,0
claymont steel holdings inc,2006-12-18,,0
xtent inc,2007-01-31,,0
willdan group inc,2006-11-20,,0
solta medical inc,2006-11-09,,0
doubletake software inc,2006-12-15,,0
kbw inc,2006-11-08,,0
ipg photonics corp,2006-12-12,,0
medecision inc,2006-12-13,,0
superior offshore international inc,2007-04-19,,0
virtual radiologic corp,2007-11-14,,0
emergent biosolutions inc,2006-11-14,,0
mv oil trust,2007-01-19,,0
hansen medical inc,2006-11-15,,0
netlist inc,2006-11-29,,0
physicians formula holdings inc,2006-11-08,,0
heelys inc,2006-12-07,,0
isilon systems inc,2006-12-14,,0
universal power group inc,2006-12-20,,0
obagi medical products inc,2006-12-13,,0
guidance software inc,2006-12-12,,0
sonoma pharmaceuticals inc,2007-01-26,,0
evoq properties inc,2007-01-24,,0
first eagle private credit llc,2006-12-13,,0
carrols restaurant group inc,2006-12-14,,0
cvr energy inc,2007-10-22,,0
switch & data facilities company inc,2007-02-07,,0
aerovironment inc,2007-01-22,,0
animal health holdings inc,2007-01-30,,0
altra industrial motion corp,2006-12-14,,0
dayton superior corp,2006-12-19,,0
comverge inc,2007-04-12,,0
genesis healthcare inc,2007-05-15,,0
national cinemedia inc,2007-02-07,,0
fcstone group inc,2007-03-16,,0
dialogic inc,2007-04-04,,0
sourcefire inc,2007-03-08,,0
opnext inc,2007-02-14,,0
ensync inc,2007-06-15,,0
super micro computer inc,2007-03-29,,0
us auto parts network inc,2007-02-08,,0
fortress investment group llc,2007-02-08,,0
hff inc,2007-01-30,,0
optimer pharmaceuticals inc,2007-02-09,,0
legacy reserves lp,2007-01-11,,0
accuray inc,2007-02-07,,0
salary com inc,2007-02-15,,0
ocean power technologies inc,2007-04-24,,0
coleman cable inc,2007-02-28,,0
madrigal pharmaceuticals inc,2007-02-06,,0
employers holdings inc,2007-01-30,,0
green brick partners inc,2007-06-14,,0
bridgeline digital inc,2007-06-28,,0
aruba networks inc,2007-03-26,,0
clearwire corp,2007-03-07,,0
glu mobile inc,2007-03-21,,0
orexigen therapeutics inc,2007-04-25,,0
response genetics inc,2007-06-04,,0
fgx international holdings ltd,2007-10-24,,0
pinnacle gas resources inc,2007-05-14,,0
bigband networks inc,2007-03-14,,0
tmobile us inc,2007-04-18,,0
gsi technology inc,2007-03-28,,0
monotype imaging holdings inc,2007-07-24,,0
cinemark holdings inc,2007-04-23,,0
neurogesx inc,2007-05-01,,0
albireo pharma inc,2007-05-10,,0
techtarget inc,2007-05-16,,0
cai international inc,2007-05-16,,0
tomotherapy inc,2007-05-08,,0
solera holdings inc,2007-05-10,,0
enernoc inc,2007-05-17,,0
shoretel inc,2007-07-02,,0
hireright inc,2007-08-07,,0
cavium inc,2007-05-01,,0
jmp group inc,2007-05-10,,0
us stem cell inc,2008-02-19,,0
insulet corp,2007-05-14,,0
infinera corp,2007-06-06,,0
sirtris pharmaceuticals inc,2007-05-22,,0
starent networks corp,2007-06-05,,0
aecom,2007-05-09,,0
jazz pharmaceuticals plc,2007-05-31,,0
bway holding co,2007-06-12,,0
blueknight energy partners lp,2007-07-17,,0
polypore international inc,2007-06-27,,0
authentec inc,2007-06-26,,0
limelight networks inc,2007-06-07,,0
blackstone group inc,2007-06-21,,0
netezza corp,2007-07-18,,0
amicus therapeutics inc,2007-05-30,,0
data domain inc,2007-06-26,,0
comscore inc,2007-06-26,,0
pros holdings inc,2007-06-27,,0
dhi group inc,2007-07-17,,0
bladelogic inc,2007-07-24,,0
virtusa corp,2007-08-02,,0
fbr & co,2007-06-07,,0
horsehead holding llc,2007-08-09,,0
limcopiedmont inc,2007-07-18,,0
soundbite communications inc,2007-11-01,,0
hhgregg inc,2007-07-19,,0
masimo corp,2007-08-07,,0
airvana inc,2007-07-19,,0
lumber liquidators holdings inc,2007-11-08,,0
concho resources inc,2007-08-02,,0
grizzly energy llc,2007-10-23,,0
vmware inc,2007-08-13,,0
gt advanced technologies inc,2008-07-23,,0
rex energy corp,2007-07-24,,0
continental resources inc,2007-05-14,,0
virgin mobile usa inc,2007-10-10,,0
cumberland pharmaceuticals inc,2009-08-10,,0
imarx therapeutics inc,2007-07-25,,0
deltek inc,2007-11-01,,0
orbitz worldwide inc,2007-07-19,,0
genpact ltd,2007-08-01,,0
encore energy partners lp,2007-09-11,,0
targanta therapeutics corp,2007-10-09,,0
power medical interventions inc,2007-10-25,,0
ensign group inc,2007-11-08,,0
duff & phelps corp,2007-09-27,,0
demandtec inc,2007-08-08,,0
reshape lifesciences inc,2007-11-14,,0
pzena investment management inc,2007-10-24,,0
map pharmaceuticals inc,2007-10-04,,0
vitacostcom inc,2009-09-23,,0
athenahealth inc,2007-09-19,,0
compellent technologies inc,2007-10-09,,0
ochziff capital management group inc,2007-11-13,,0
gulfstream international group inc,2007-12-14,,0
constant contact inc,2007-10-02,,0
ulta beauty inc,2007-10-24,,0
approach resources inc,2007-11-07,,0
intellon corp,2007-12-13,,0
quest energy partners lp,2007-11-08,,0
internet brands inc,2007-11-16,,0
successfactors inc,2007-11-19,,0
baxano surgical inc,2007-10-16,,0
k inc,2007-12-12,,0
entropic communications inc,2007-12-06,,0
talecris biotherapeutics holdings corp,2009-09-30,,0
genoptix inc,2007-10-29,,0
msci inc,2007-11-14,,0
msci inc,2007-11-14,,0
icx technologies inc,2007-11-07,,0
american public education inc,2007-11-08,,0
osg america lp,2007-11-08,,0
nanosphere inc,2007-11-01,,0
par inc,2007-11-15,,0
cardionet inc,2008-03-18,,0
medassets inc,2007-12-12,,0
aryx therapeutics inc,2007-11-08,,0
ipc healthcare inc,2008-01-25,,0
rubicon technology inc,2007-11-15,,0
cardtronics inc,2007-12-10,,0
arcsight inc,2008-02-14,,0
rhi entertainment inc,2008-06-17,,0
riskmetrics group inc,2008-01-24,,0
mako surgical corp,2008-02-14,,0
bioform medical inc,2007-11-06,,0
memsic inc,2007-12-13,,0
netsuite inc,2007-12-19,,0
intrepid potash inc,2008-04-21,,0
verso corp,2008-05-14,,0
education management corp,2009-10-01,,0
colfax corp,2008-05-07,,0
omeros corp,2009-10-07,,0
logmein inc,2009-06-30,,0
real goods solar inc,2008-05-08,,0
artio global investors inc,2009-09-23,,0
energy recovery inc,2008-07-01,,0
apollo global management llc,2011-03-29,,0
apollo global management llc,2011-03-29,,0
digitalglobe inc,2009-05-13,,0
digitalglobe inc,2009-05-13,,0
rackspace hosting inc,2008-08-07,,0
echo global logistics inc,2009-10-01,,0
noranda aluminum holding corp,2010-05-13,,0
grand canyon education inc,2008-11-19,,0
metals usa holdings corp,2010-04-08,,0
mistras group inc,2009-10-07,,0
aga medical holdings inc,2009-10-20,,0
roadrunner transportation systems inc,2010-05-12,,0
globe specialty metals inc,2009-07-29,,0
select medical holdings corp,2009-09-25,,0
b systems inc,2009-09-23,,0
verisk analytics inc,2009-10-06,,0
avago technologies ltd,2009-08-05,,0
change healthcare holdings inc,2009-08-11,,0
rosetta stone inc,2009-04-15,,0
mead johnson nutrition co,2009-02-10,,0
friendfinder networks inc,2011-05-10,,0
medidata solutions inc,2009-06-24,,0
penn millers holding corp,2009-10-16,,0
opentable inc,2009-05-21,,0
ellington financial inc,2010-10-07,,0
addus homecare corp,2009-10-27,,0
vitamin shoppe inc,2009-10-27,,0
railamerica inc /de,2009-10-12,,0
ancestrycom inc,2009-11-04,,0
hyatt hotels corp,2009-11-04,,0
fortinet inc,2009-11-17,,0
cloud peak energy inc,2009-11-19,,0
dole food co inc,2009-10-22,,0
dollar general corp,2009-11-12,,0
gain capital holdings inc,2010-12-14,,0
archipelago learning inc,2009-11-19,,0
cobalt international energy inc,2009-12-15,,0
rue inc,2009-11-12,,0
kar auction services inc,2009-12-10,,0
anthera pharmaceuticals inc,2010-03-01,,0
r rcm inc,2010-05-19,,0
kraton corp,2009-12-16,,0
symetra financial corp,2010-01-21,,0
team health holdings inc,2009-12-15,,0
str holdings inc,2009-11-06,,0
baltic trading ltd,2010-03-09,9.96551724137931,1
cellu tissue holdings inc,2010-01-21,,0
global geophysical services inc,2010-04-22,,0
generac holdings inc,2010-02-10,,0
alimera sciences inc,2010-04-22,,0
telenav inc,2010-05-13,3.225806451612903,1
primerica inc,2010-03-31,7.75,1
maxlinear inc,2010-03-23,6.068965517241379,1
trius therapeutics inc,2010-08-02,,0
quinstreet inc,2010-02-10,3.125,1
ironwood pharmaceuticals inc,2010-02-02,,0
calix inc,2010-03-24,3.4482758620689653,1
sps commerce inc,2010-04-22,,0
financial engines llc,2010-03-15,,0
aveo pharmaceuticals inc,2010-03-11,,0
meru networks inc,2010-03-30,,0
meru networks inc,2010-03-30,,0
reachlocal inc,2010-05-19,,0
graham packaging co inc,2010-02-10,,0
tengion inc,2010-04-09,3.125,1
ss&c technologies holdings inc,2010-03-30,,0
codexis inc,2010-04-21,3.125,1
dynavox inc,2010-04-21,,0
motricity inc,2010-06-17,,0
convio inc,2010-04-29,3.125,1
douglas dynamics inc,2010-05-04,,0
tesla inc,2010-06-28,3.125,1
bg medicine inc,2011-02-03,,0
express inc,2010-05-12,0.8387096774193549,1
green dot corp,2010-07-21,6.354838709677419,1
oasis petroleum inc,2010-06-16,3.125,1
tower international inc,2010-10-14,,0
mediamind technologies inc,2010-08-10,,0
cboe global markets inc,2010-06-14,,0
primo water corp,2010-11-04,,0
broadsoft inc,2010-06-16,3.125,1
genmark diagnostics inc,2010-06-01,3.125,1
envestnet inc,2010-07-28,,0
sciquest inc,2010-09-24,3.125,1
ameresco inc,2010-07-21,,0
qlik technologies inc,2010-07-15,,0
aeroflex holding corp,2010-11-18,6.125,1
kips bay medical inc,2011-02-10,,0
reald inc,2010-07-15,,0
intralinks holdings inc,2010-08-05,,0
fleetcor technologies inc,2010-12-14,,0
neophotonics corp,2011-02-01,,0
molycorp inc,2010-07-29,6.258064516129032,1
amyris inc,2010-09-27,,0
tangoe inc,2011-07-26,8.225806451612904,1
realpage inc,2010-08-11,9.09375,1
gestate liquidation stores inc,2010-08-04,,0
ellie mae inc,2011-04-14,,0
fresh market inc,2010-11-04,3.125,1
erickson inc,2012-04-10,12.375,1
coresite realty corp,2010-09-22,,0
tms international corp,2011-04-13,,0
nupathe inc,2010-08-05,,0
ply gem holdings inc,2013-05-22,,0
zipcar inc,2011-04-13,3.125,1
nielsen holdings plc,2011-01-26,,0
nielsen holdings plc,2011-01-26,,0
lpl financial holdings inc,2010-11-17,,0
inphi corp,2010-11-10,,0
keyw holding corp,2010-09-30,3.125,1
standard financial corp md,2010-10-07,,0
booz allen hamilton holding corp,2010-11-16,,0
invensense inc,2011-11-15,,0
vera bradley inc,2010-10-20,,0
foodfirst global restaurants inc,2010-10-21,,0
body central corp,2010-10-14,,0
netspend holdings inc,2010-10-18,,0
epocrates inc,2011-02-01,,0
assembly biosciences inc,2010-12-16,,0
knightswift transportation holdings inc,2010-12-15,,0
complete genomics inc,2010-11-10,,0
horizon therapeutics public ltd co,2011-07-28,,0
walker & dunlop inc,2010-12-14,,0
leaf group ltd,2011-01-25,3.125,1
aegerion pharmaceuticals inc,2010-10-22,,0
emergent capital inc,2011-02-08,3.125,1
gevo inc,2011-02-08,,0
examworks group inc,2010-10-27,,0
pacific biosciences of california inc,2010-10-26,,0
endocyte inc,2011-02-04,,0
general motors co,2010-11-17,7.875,1
general motors co,2010-11-17,7.875,1
global brokerage inc,2010-12-01,,0
ctpartners executive search inc,2010-12-07,,0
anacor pharmaceuticals inc,2010-11-23,,0
spirit airlines inc,2011-05-25,9.419354838709678,1
fortegra financial corp,2010-12-16,3.225806451612903,1
gnc holdings inc,2011-03-31,,0
cornerstone ondemand inc,2011-03-16,,0
rignet inc,2010-12-14,,0
mmodal inc,2011-02-04,,0
pacira biosciences inc,2011-02-02,,0
acelrx pharmaceuticals inc,2011-02-11,,0
kayak software corp,2012-07-19,3.225806451612903,1
peregrine semiconductor corp,2012-08-07,,0
fluidigm corp,2011-02-09,,0
sagent pharmaceuticals inc,2011-04-19,,0
sagent pharmaceuticals inc,2011-04-19,,0
servicesource international inc,2011-03-24,,0
servicesource international inc,2011-03-24,,0
servicesource international inc,2011-03-24,,0
newlink genetics corp,2011-11-10,,0
hca healthcare inc,2011-03-09,,0
responsys inc,2011-04-20,,0
supernus pharmaceuticals inc,2012-04-30,3.125,1
air lease corp,2011-04-18,9.0,1
rpx corp,2011-05-04,6.935483870967742,1
linkedin corp,2011-05-18,20.322580645161292,1
first connecticut bancorp inc,2011-06-29,,0
skullcandy inc,2011-07-19,,0
thermon group holdings inc,2011-05-04,,0
freescale semiconductor ltd,2011-05-25,3.225806451612903,1
pandora media llc,2011-06-14,,0
active network inc,2011-05-25,6.516129032258065,1
home loan servicing solutions ltd,2012-02-28,,0
fusionio inc,2011-06-08,,0
terravia holdings inc,2011-05-26,,0
homeaway inc,2011-06-28,,0
allison transmission holdings inc,2012-03-14,,0
suncoke energy inc,2011-07-20,,0
c&j old coinc,2011-07-28,,0
wesco aircraft holdings inc,2011-07-27,,0
kior inc,2011-06-23,,0
chefs warehouse inc,2011-07-28,,0
vanguard health systems inc,2011-06-22,,0
envivio inc,2012-04-24,3.125,1
zillow inc,2011-07-19,15.774193548387096,1
francescas holdings corp,2011-07-21,,0
