permno,permco,namedt,nameenddt,comnam,cusip,ticker,exchcd
77286,11311,1/28/92,7/25/97,VARSITY SPIRIT CORP,92229410,VARS,3
77287,6897,3/5/84,9/19/85,TRIBORO COMMUNICATIONS INC,89602010,TBCM,3
77288,11317,1/29/92,11/30/94,ADVACARE INC,00738B10,AVCR,3
77289,11290,1/29/92,6/3/93,DEPRENYL U S A INC,26689810,DUSA,3
77289,11290,6/4/93,12/20/12,DUSA PHARMACEUTICALS INC,26689810,DUSA,3
77291,11315,1/29/92,3/28/02,MATRIX PHARMACEUTICAL INC,57684410,MATX,3
77292,11316,1/29/92,1/9/06,PROTEIN DESIGN LABS INC,69329Y10,PDLI,3
77292,11316,1/10/06,12/31/18,P D L BIOPHARMA INC,69329Y10,PDLI,3
77293,11178,1/29/92,4/17/95,T N C MEDIA INC,38348210,TNCI,3
77293,11178,4/18/95,5/26/99,GOTHIC ENERGY CORP,38348210,GOTH,3
77294,11323,1/30/92,7/29/03,CORVAS INTERNATIONAL INC,22100510,CVAS,3
77295,4540,12/14/72,12/23/94,TRICO PRODUCTS CORP,89611410,TRCO,3
77296,11321,1/30/92,2/27/94,NOEL GROUP INC,65526010,NOEL,3
77296,11321,2/28/94,12/15/94,NOEL GROUP INC,65526010,NOELZ,3
77296,11321,12/16/94,8/31/99,NOEL GROUP INC,65526010,NOEL,3
77297,11318,1/30/92,3/26/96,OLYMPIC FINANCIAL LTD,3910110,OLYM,3
77297,11318,3/27/96,5/14/97,OLYMPIC FINANCIAL LTD,3910110,OLM,1
77297,11318,5/15/97,4/3/00,ARCADIA FINANCIAL LTD,3910110,AAC,1
77298,11320,1/30/92,1/30/92,ZYNAXIS INC,98986410,ZYNX,3
77298,11320,1/31/92,12/23/96,ZYNAXIS INC,98986410,ZNXS,3
77299,11322,1/30/92,10/20/93,SERVTEX INTERNATIONAL INC,81774410,SVTX,3
77300,11324,1/31/92,12/28/95,SCOTTS COMPANY,81018610,SCTT,3
77300,11324,12/29/95,3/20/05,SCOTTS COMPANY,81018610,SMG,1
77300,11324,3/21/05,12/31/18,SCOTTS MIRACLE GRO CO,81018610,SMG,1
77301,29386,1/23/92,8/24/95,AMERICAN ADJUSTABLE RT TM TR 98,02368P10,DDJ,1
77302,29422,1/24/92,5/18/16,STRATEGIC GLOBAL INCOME FUND IN,86271910,SGL,1
77303,29394,1/30/92,9/16/94,ELECTROCOM AUTOMATION INC,28529410,ECA,1
77304,29404,1/29/92,6/30/94,MARGARETTEN FINANCIAL CORP,56657610,MRG,1
77306,27919,1/15/92,7/24/96,HEMLO GOLD MINES INC,42366F10,HEM,2
77307,9275,2/7/92,10/17/97,INTEGON CORP DEL,45810F10,IN,1
77308,4550,12/14/72,3/31/76,TRIDAIR INDUSTRIES,89613110,TRID,3
77309,29442,2/6/92,11/16/03,PREFERRED INCOME OPPORTUNITY FD,3.38E+14,PFO,1
77309,29442,11/17/03,12/31/18,FLAHERTY & CRUMRINE PFD INC OPP,3.38E+14,PFO,1
77310,29435,2/13/92,2/28/01,ENHANCE FINANCIAL SERVICES GROU,29331010,EFS,1
77311,29439,2/14/92,11/26/01,KOREAN INVESTMENT FUND INC,50063710,KIF,1
77312,29440,2/14/92,11/4/97,LIVING CENTERS OF AMERICA INC,56845910,LCA,1
77312,29440,11/5/97,8/2/98,PARAGON HEALTH NETWORK INC,56845910,PGN,1
77312,29440,8/3/98,10/29/99,MARINER POST ACUTE NETWORK INC,56845910,MPN,1
77313,29431,2/21/92,6/22/92,BLACKSTONE INSURED MUNI TERM TR,9247410,BMT,1
77313,29431,6/23/92,12/9/10,BLACKROCK INSURED MUNI TM TR IN,9247410,BMT,1
77314,29437,2/21/92,12/18/98,INTERCAPITAL INSURED MUNI TR,45844D10,IMT,1
77315,29446,2/19/92,1/1/96,VAN KAMPEN MERRITT TR INSURD MU,46131L10,VIM,1
77315,29446,1/2/96,8/30/98,VAN KAMPEN AM CAP TR INS MUNS,46131L10,VIM,1
77315,29446,8/31/98,5/31/10,VAN KAMPEN TRUST INSURED MUNS,46131L10,VIM,1
77315,29446,6/1/10,1/22/12,INVESCO VAN KAMPEN TR INSD MUNI,46131L10,VIM,1
77315,29446,1/23/12,10/12/12,INVESCO VAN KAMPEN TR VAL MUNIS,46131L10,VIM,1
77316,29447,2/19/92,1/1/96,VAN KAMPEN MER TR INVT GR MUNI,46131M10,VGM,1
77316,29447,1/2/96,8/30/98,VAN KAMPEN AM CAP TR INV GR MUN,46131M10,VGM,1
77316,29447,8/31/98,5/31/10,VAN KAMPEN TRUST INVEST GR MUNI,46131M10,VGM,1
77316,29447,6/1/10,12/2/12,INVESCO VAN KAMP TR INVT GR MUN,46131M10,VGM,1
77316,29447,12/3/12,12/31/18,INVESCO TRUST INVESTMENT GR MUN,46131M10,VGM,1
77317,29430,2/5/92,7/16/92,A R M FINANCIAL CORP,74991720,RXM,2
77317,29430,7/17/92,12/29/93,R X MEDICAL SERVICES CORP,74991720,RXM,2
77317,29430,12/30/93,4/17/95,R X MEDICAL SERVICES CORP,74991720,RXM,2
77317,29430,4/18/95,5/25/95,R X MEDICAL SERVICES CORP,74991720,RXM,-2
77317,29430,5/26/95,3/29/96,R X MEDICAL SERVICES CORP,74991720,RXM,2
77318,29438,2/14/92,8/15/99,INTERTAPE POLYMER GROUP INC,46091910,ITP,2
77318,29438,8/16/99,12/2/09,INTERTAPE POLYMER GROUP INC,46091910,ITP,1
77319,11325,2/3/92,7/30/95,HUGHES RESOURCES INC,71913110,HURI,3
77319,11325,7/31/95,2/28/96,HUGHES RESOURCES INC,71913110,HURI,3
77319,11325,2/29/96,4/24/96,PHOENIX RESOURCES TECHS INC,71913110,PRTI,3
77320,11326,2/4/92,11/28/95,UNIVAX BIOLOGICS INC,91335G10,UNVX,3
77321,11327,2/5/92,9/30/98,ECOSCIENCE CORP,27921820,ECSC,3
77321,11327,10/1/98,6/30/99,ECOSCIENCE CORP,27921820,ECSC,3
77322,11328,2/5/92,8/30/95,MEDICAL DIAGNOSTICS INC,58456B10,MDIX,3
77323,11212,2/6/92,10/14/96,STANDISH CARE CO,14170630,STAN,3
77323,11212,10/15/96,10/24/96,CAREMATRIX CORPORATION,14170630,STAN,3
77323,11212,10/25/96,4/22/99,CAREMATRIX CORPORATION,14170630,CMD,2
77323,11212,4/23/99,9/18/00,CAREMATRIX CORPORATION,14170630,CMDC,3
77323,11212,9/19/00,11/9/00,CAREMATRIX CORPORATION,14170630,CMDC,3
77324,11329,2/6/92,7/7/96,SAYETT GROUP INC,84724810,SAYT,3
77324,11329,7/8/96,4/1/97,SPATIALIGHT INC,84724810,SLHT,3
77324,11329,4/2/97,5/23/00,SPATIALIGHT INC,84724810,,0
77324,11329,5/24/00,6/14/07,SPATIALIGHT INC,84724810,HDTV,3
77325,11330,2/7/92,11/9/00,DURA PHARMACEUTICALS INC,26632S10,DURA,3
77326,11331,2/7/92,8/3/94,INFONOW CORP,45666430,INOW,3
77326,11331,8/4/94,4/16/00,INFONOW CORP,45666430,,0
77326,11331,4/17/00,12/19/05,INFONOW CORP,45666430,INOW,3
77327,11335,2/11/92,7/11/93,DEFENSE SOFTWARE & SYSTEMS INC,484810,DSSI,3
77327,11335,7/12/93,2/26/04,DATA SYSTEMS & SOFTWARE INC,484810,DSSI,3
77327,11335,2/27/04,4/11/04,DATA SYSTEMS & SOFTWARE INC,484810,DSSC,3
77327,11335,4/12/04,1/26/05,DATA SYSTEMS & SOFTWARE INC,484810,DSSI,3
77327,11335,1/27/05,9/24/06,DATA SYSTEMS & SOFTWARE INC,484810,,0
77327,11335,9/25/06,12/16/07,ACORN FACTOR INC,484810,,0
77327,11335,12/17/07,1/1/08,ACORN FACTOR INC,484810,ACFN,3
77327,11335,1/2/08,7/23/15,ACORN ENERGY INC,484810,ACFN,3
77328,11333,2/11/92,5/30/97,FIRST FINANCIAL CORP WEST MD,32022610,FFWM,3
77329,11334,2/11/92,11/22/94,PROVIDENTIAL CORP,74394210,PHIP,3
77330,11332,2/11/92,10/7/98,PARACELSIAN INC,69889810,PRLN,3
77331,11338,2/12/92,10/27/95,FRAME TECHNOLOGY CORP,35168810,FRAM,3
77332,5354,4/13/82,10/17/02,TRIMEDYNE INC,89625910,TMED,3
77333,11337,2/12/92,8/28/96,INTERNATIONAL JENSON INC,45972110,IJIN,3
77334,11336,2/12/92,1/24/05,SHOLODGE INC,82503410,LODG,3
77335,11339,2/13/92,10/2/98,BUTTERY FOOD & DRUG STORES CO,12423410,BTRY,3
77336,11340,2/13/92,4/22/96,MEADOWBROOK REHAB GROUP INC,13200N10,MBRK,3
77336,11340,4/23/96,10/19/98,MEADOWBROOK REHAB GROUP INC,13200N10,MBRK,3
77336,11340,10/20/98,10/20/98,CAMBIO INC,13200N10,CAMB,3
77337,11343,2/13/92,3/18/94,PROVIDENCE HEALTH CARE INC,74375710,PHCI,3
77338,11344,2/13/92,10/31/96,ROPER INDUSTRIES INC NEW,77669610,ROPR,3
77338,11344,11/1/96,4/28/15,ROPER INDUSTRIES INC NEW,77669610,ROP,1
77338,11344,4/29/15,12/31/18,ROPER TECHNOLOGIES INC,77669610,ROP,1
77339,11341,2/13/92,2/14/96,T N T FREIGHTWAYS CORP,91729Q10,TNTF,3
77339,11341,2/15/96,5/5/96,T N T FREIGHTWAYS CORP,91729Q10,USFC,3
77339,11341,5/6/96,5/4/03,USFREIGHTWAYS CORP,91729Q10,USFC,3
77339,11341,5/5/03,5/24/05,U S F CORP,91729Q10,USFC,3
77340,11342,2/13/92,7/6/98,MARCUM NATURAL GAS SERVICES INC,73936N10,MGAS,3
77340,11342,7/7/98,6/7/99,MARCUM NATURAL GAS SERVICES INC,73936N10,MGAS,3
77340,11342,6/8/99,10/14/02,METRETEK TECHNOLOGIES INC,73936N10,MTEK,3
77340,11342,10/15/02,8/9/05,METRETEK TECHNOLOGIES INC,73936N10,,0
77340,11342,8/10/05,8/21/07,METRETEK TECHNOLOGIES INC,73936N10,MEK,2
77340,11342,8/22/07,8/27/13,POWERSECURE INTERNATIONAL INC,73936N10,POWR,3
77340,11342,8/28/13,5/6/16,POWERSECURE INTERNATIONAL INC,73936N10,POWR,1
77341,11346,2/14/92,3/15/96,AGRIDYNE TECHNOLOGIES INC,00853T10,AGRI,3
77343,11345,2/14/92,8/17/99,WESTWOOD CORP,96174820,WNMP,3
77344,11349,2/14/92,3/14/96,ADVANTAGE HEALTH CORP,00755P10,ADHC,3
77345,11347,2/14/92,6/4/93,DOCUMENT TECHNOLOGIES INC,25615310,DTII,3
77346,11350,2/18/92,1/10/95,COMMERCE BANK VA,20056M10,CBVA,3
77347,11353,2/19/92,10/9/97,AMERICAN BUSINESS INFO INC,45670G10,ABII,3
77347,11353,10/10/97,8/2/98,AMERICAN BUSINESS INFO INC,45670G10,ABIIB,3
77347,11353,8/3/98,10/24/99,INFOUSA INC NEW,45670G10,IUSAB,3
77347,11353,10/25/99,6/3/08,INFOUSA INC NEW,45670G10,IUSA,3
77347,11353,6/4/08,7/1/10,INFOGROUP INC,45670G10,IUSA,3
77348,11352,2/19/92,7/20/98,CHEMTRAK INC,16387710,CMTR,3
77349,11351,2/19/92,2/11/94,MEMOREX TELEX,58601110,MEMXY,3
77350,11354,2/20/92,4/30/99,CALUMET BANCORP,13138610,CBCI,3
77351,11355,2/20/92,11/1/98,LAS VEGAS ENTERTAINMENT NTWK IN,51766930,LVEN,3
77351,11355,11/2/98,10/15/99,LAS VEGAS ENTERTAINMENT NTWK IN,51766930,LVEN,3
77352,11356,2/21/92,3/28/95,ACCESS HEALTH MARKETING INC,00431L10,ACCS,3
77352,11356,3/29/95,12/10/98,ACCESS HEALTH INC,00431L10,ACCS,3
77353,11360,2/25/92,11/3/99,LITCHFIELD FINANCIAL CORP,53661910,LTCH,3
77354,11358,2/25/92,12/31/18,SCHOLASTIC CORP,80706610,SCHL,3
77355,11357,2/24/92,3/21/95,RADIATION CARE INC,75025T10,RDCR,3
77356,11362,2/26/92,1/28/04,I STAT CORP,45031210,STAT,3
77357,11361,2/26/92,12/31/18,SYNOPSYS INC,87160710,SNPS,3
77358,25913,2/26/92,10/13/95,FORSTMANN & COMPANY INC,34659270,FSTM,3
77359,2526,4/6/77,9/3/82,TRIO KENWOOD CORP,89669120,KENWY,3
77360,11367,2/28/92,6/28/95,ABBEY HEALTHCARE GROUP INC,278610,ABBY,3
77361,11366,2/28/92,2/2/97,CELLULAR COMMUNICATIONS PR INC,15116N10,CCPR,3
77361,11366,2/3/97,9/1/98,CORECOMM INC,15116N10,COMM,3
77361,11366,9/2/98,9/2/98,CELLULAR COMMUNICATIONS PR INC,15116N10,CLPR,3
77361,11366,9/3/98,8/24/99,CELLULAR COMMUNICATIONS PR INC,15116N10,CLRP,3
77362,11365,2/28/92,5/27/08,LIFECELL CORP,53192710,LIFC,3
77363,11368,2/28/92,1/14/99,V S I ENTERPRISES INC,91832B88,VSIN,3
77363,11368,1/15/99,9/22/99,V S I ENTERPRISES INC,91832B88,VSIN,3
77364,11364,2/28/92,5/8/94,WESCO AUTO PARTS CORP,75727510,WSCO,3
77364,11364,5/9/94,4/29/97,REDDI BRAKE SUPPLY CORP,75727510,REDI,3
77366,29432,2/28/92,12/31/18,CALLAWAY GOLF CO,13119310,ELY,1
77367,4564,12/14/72,11/12/99,TRION INC,89672610,TRON,3
77368,29433,2/26/92,1/6/00,COLEMAN CO,19355910,CLN,1
77369,29434,2/28/92,12/31/18,CROSS TIMBERS ROYALTY TRUST,22757R10,CRT,1
77370,28905,2/27/92,2/10/94,H C A HOSPITAL CORP AMERICA,40412010,HCA,1
77371,28382,2/26/92,1/31/01,MUSICLAND STORES CORP,62758B10,MLG,1
77372,29443,2/26/92,10/16/98,S P S TRANSACTION SERVICES INC,78462710,PAY,1
77373,29441,1/30/92,5/26/92,NATIONAL RE HOLDINGS CORP,63734020,NRE,1
77373,29441,5/27/92,10/3/96,NATIONAL RE CORP,63734020,NRE,1
77375,4539,11/17/75,9/15/82,TRIPLE CHECK INC,89673010,TRCH,3
77376,29445,2/27/92,1/27/00,SPECIALTY CHEMICAL RESOURCES IN,84748720,CHM,2
77377,29444,2/28/92,12/27/00,SMITH BARNEY INTER MUNI FD INC,95843510,SBI,2
77377,29444,12/28/00,10/8/06,INTERMEDIATE MUNI FUND INC,95843510,SBI,2
77377,29444,10/9/06,10/30/17,WESTERN ASSET INTERMED MUNI FD,95843510,SBI,2
77377,29444,10/31/17,12/31/18,WESTERN ASSET INTERMED MUNI FD,95843510,SBI,1
77378,11369,3/3/92,8/12/03,F & M BANCORP MD,30236710,FMBN,3
77379,11371,3/3/92,12/31/18,FIRST FINANCIAL CORP IN,32021810,THFF,3
77380,11374,3/3/92,12/29/95,HEART TECHNOLOGY INC,42233W10,HRTT,3
77382,11373,3/3/92,2/12/97,VITALINK PHARMACY SVCS INC,9.28E+14,VTLK,3
77382,11373,2/13/97,8/28/98,VITALINK PHARMACY SERVICES INC,9.28E+14,VTK,1
77383,11377,3/4/92,7/17/94,ENHANCED IMAGE TECHNOLOGIES INC,26844610,EITI,3
77383,11377,7/18/94,1/22/96,E FOR M CORP,26844610,EFMC,3
77384,11376,3/4/92,12/18/02,OPTA FOOD INGREDIENTS INC,68381N10,OPTS,3
77385,11378,3/4/92,11/14/94,PREMIER ANESTHESIA INC,01747R10,PRAN,3
77385,11378,11/15/94,4/9/96,ALLEGIANT PHYSICIAN SERVICES IN,01747R10,ALPS,3
77386,11375,3/4/92,7/23/98,SUBURBFED FINANCIAL CORP,86428L10,SFSB,3
77387,11379,3/4/92,9/22/00,ENDOSONICS CORP,29264K10,ESON,3
77388,11381,3/5/92,4/21/92,DAMES & MOORE SERVICES INC,23571310,DMOR,3
77388,11381,4/22/92,8/12/97,DAMES & MOORE INC,23571310,DM,1
77388,11381,8/13/97,6/23/99,DAMES & MOORE GROUP,23571310,DM,1
77389,11385,3/5/92,5/17/94,DELTA QUEEN STEAMBOAT CO,2492810,DQSB,3
77389,11385,5/18/94,10/17/01,AMERICAN CLASSIC VOYAGES CO,2492810,AMCV,3
77390,11384,3/5/92,2/23/99,GIBRALTAR PACKAGING GROUP INC,37475810,PACK,3
77391,25946,12/14/72,11/29/73,TRIUMPH AMERICAN INC,89678610,,3
77392,11382,3/5/92,3/29/95,POLYMEDICA INDUSTRIES INC,73173810,POLY,3
77392,11382,3/30/95,9/25/97,POLYMEDICA INDUSTRIES INC,73173810,PM,2
77392,11382,9/26/97,1/10/99,POLYMEDICA CORP,73173810,PM,2
77392,11382,1/11/99,10/31/07,POLYMEDICA CORP,73173810,PLMD,3
77393,11383,3/5/92,8/30/99,BIOTIME INC,09066L10,BTIM,3
77393,11383,8/31/99,7/14/05,BIOTIME INC,09066L10,BTX,2
77393,11383,7/15/05,10/29/09,BIOTIME INC,09066L10,,0
77393,11383,10/30/09,11/1/10,BIOTIME INC,09066L10,BTIM,2
77393,11383,11/2/10,12/31/18,BIOTIME INC,09066L10,BTX,2
77395,11386,3/6/92,6/10/93,WORLDWIDE FOREST PORDUCTS INC,98158820,WOOD,3
77396,11390,3/9/92,9/20/95,CELOX CORP,15117910,CELX,3
77396,11390,9/21/95,8/15/96,CELOX LABORATORIES INC,15117910,CELX,3
77397,11391,3/10/92,5/24/94,BIOSYS,09066N20,BIOS,3
77397,11391,5/25/94,3/17/96,BIOSYS INC,09066N20,BIOS,3
77397,11391,3/18/96,10/3/96,BIOSYS INC,09066N20,BIOS,3
77398,11392,3/10/92,11/14/95,APPLIED LASER SYSTEMS,00753B10,LZZRA,3
77398,11392,11/15/95,4/22/97,A R C CAPITAL,00753B10,ARCCA,3
77398,11392,4/23/97,6/30/97,ADVANCED MACHINE VISION CORP,00753B10,ARCCA,3
77398,11392,7/1/97,7/1/97,ADVANCED MACHINE VISION CORP,00753B10,AMVCA,3
77398,11392,7/2/97,7/12/00,ADVANCED MACHINE VISION CORP,00753B10,AMVC,3
77400,11395,3/10/92,12/17/95,FAR EAST NATIONAL BANK LA CA,30732710,FENB,3
77400,11395,12/18/95,8/15/97,FAR EAST NATIONAL BANK LA CA,30732710,FEB,2
77401,11394,3/11/92,4/30/00,DAY RUNNER INC,23954520,DAYR,3
77401,11394,5/1/00,6/28/00,DAY RUNNER INC,23954520,DAYRD,3
77402,11396,3/11/92,7/7/95,PLAINS SPIRIT FINANCIAL CORP,72654410,PSFC,3
77403,11393,3/11/92,11/2/07,UNITED RETAIL GROUP INC,91138010,URGI,3
77404,4565,12/14/72,1/17/75,TROPICANA POOLS INC,89708610,TRPC,3
77405,11397,3/12/92,12/13/06,LONE STAR STEAKHOUSE & SALOON I,54230710,STAR,3
77406,11398,3/12/92,3/1/95,PET PRODUCTS INC,71584310,PETS,3
77407,11399,3/13/92,5/24/95,CELLCOR INC,15115510,CLTX,3
77409,11400,3/13/92,4/5/99,BACK BAY RESTAURANT GROUP INC,05635V10,PAPA,3
77410,8313,3/16/92,4/24/97,COSMETIC CENTER INC,22123410,COSCA,3
77411,11404,3/17/92,3/31/97,HEALTH O METER PRODUCTS INC,82667N10,SCAL,3
77411,11404,4/1/97,4/2/98,SIGNATURE BRANDS USA INC,82667N10,SIGB,3
77412,4590,12/14/72,3/7/75,TROPIX TOGS INC,89709410,TTOG,3
77413,11405,3/17/92,10/13/17,SCICLONE PHARMACEUTICALS INC,80862K10,SCLN,3
77414,10868,3/17/92,8/4/94,LIBERTY MEDIA CORP,53071540,LBTYB,3
77415,11403,3/17/92,12/31/18,N B T BANCORP INC,62877810,NBTB,3
77416,11406,3/18/92,9/20/93,FIRST WESTERN CORP,72142Y10,FWCO,3
77416,11406,9/21/93,4/27/97,EXPRESS AMERICA HLDG CORP,72142Y10,EXAM,3
77416,11406,4/28/97,1/5/99,PILGRIM AMERICA CAPITAL CORP,72142Y10,PACC,3
77416,11406,1/6/99,6/20/99,PILGRIM AMERICA CAPITAL CORP,72142Y10,PFX,1
77416,11406,6/21/99,10/29/99,PILGRIM CAPITAL CORP,72142Y10,PFX,1
77417,11407,3/18/92,4/16/98,SUMMIT CARE CORP,86591010,SUMC,3
77418,11412,3/19/92,9/15/96,AMERICA ONLINE INC DEL,88731730,AMER,3
77418,11412,9/16/96,1/11/01,AMERICA ONLINE INC DEL,88731730,AOL,1
77418,11412,1/12/01,10/15/03,A O L TIME WARNER INC,88731730,AOL,1
77418,11412,10/16/03,3/29/09,TIME WARNER INC NEW,88731730,TWX,1
77418,11412,3/30/09,6/14/18,TIME WARNER INC NEW,88731730,TWX,1
77419,11411,3/19/92,7/8/94,CURAFLEX HEALTH SERVICES INC,23126310,CFLX,3
77420,11413,3/19/92,12/31/18,FREDS INC,35610810,FRED,3
77421,11416,3/19/92,8/13/12,LINCARE HOLDINGS INC,53279110,LNCR,3
77422,11408,3/19/92,9/13/94,SERVING SOFTWARE INC,81766110,SERV,3
77423,11414,3/19/92,8/15/95,TELIOS PHARMACEUTICALS INC,87960N10,TLIO,3
77424,11417,3/19/92,1/3/95,TRICONEX CORP,89611610,TCNX,3
77425,11415,3/19/92,12/31/18,U S A TRUCK INC,90292510,USAK,3
77426,11418,3/20/92,3/5/02,BISYS GROUP INC,5547210,BSYS,3
77426,11418,3/6/02,8/1/07,BISYS GROUP INC,5547210,BSG,1
77427,11419,3/20/92,3/11/05,CHRONIMED INC,17116410,CHMD,3
77428,11422,3/20/92,2/21/02,SCHULER HOMES INC,80818810,SHLR,3
77429,11421,3/20/92,1/31/94,UNITED POSTAL BANCORP INC,91133C10,UPBI,3
77430,11420,3/20/92,3/9/93,WASTE PROCESSOR INDUSTRIES INC,94090510,WPIN,3
77431,11423,3/23/92,4/1/98,ADVANTAGE BANCORP INC,00755C10,AADV,3
77433,11425,3/24/92,4/30/07,COASTAL FINANCIAL CORP DEL,1.90E+14,CFCP,3
77434,11424,3/24/92,8/11/00,PROTOCOL SYSTEMS INC,74371R10,PCOL,3
77435,11426,3/25/92,7/31/94,COASTAL BANC SAVINGS ASSN,19041P10,CBSA,3
77435,11426,8/1/94,5/12/04,COASTAL BANCORP INC,19041P10,CBSA,3
77437,11432,3/25/92,5/24/00,CYTOTHERAPEUTICS INC,59503A20,CTII,3
77437,11432,5/25/00,7/5/11,STEMCELLS INC,59503A20,STEM,3
77437,11432,7/6/11,5/8/16,STEMCELLS INC,59503A20,STEM,3
77437,11432,5/9/16,11/28/16,STEMCELLS INC,59503A20,STEM,3
77437,11432,11/29/16,9/4/18,MICROBOT MEDICAL INC,59503A20,MBOT,3
77437,11432,9/5/18,12/31/18,MICROBOT MEDICAL INC,59503A20,MBOT,3
77438,11428,3/25/92,4/23/01,DAMARK INTERNATIONAL INC,74372Y10,DMRK,3
77438,11428,4/24/01,4/26/02,PROVELL INC,74372Y10,PRVL,3
77439,5634,9/29/82,5/1/92,TROUND INTERNATIONAL INC,89712410,TROU,3
77440,11427,3/25/92,1/16/96,SATELLITE TECHNOLOGY MGMNT INC,78477610,STMI,3
77440,11427,1/17/96,2/28/03,S T M WIRELESS INC,78477610,STMI,3
77441,11434,3/26/92,3/8/99,AVECOR CARDIOVASCULAR INC,5354710,AVEC,3
77442,11433,3/26/92,3/5/01,WALKER INTERACTIVE SYSTEMS INC,93166410,WALK,3
77443,11435,3/26/92,7/19/95,NATURAL EARTH TECHNOLOGIES INC,03819M10,NETX,3
77443,11435,7/20/95,4/20/03,U S HOME & GARDEN INC,03819M10,USHG,3
77443,11435,4/21/03,12/14/04,U S HOME & GARDEN INC,03819M10,,0
77443,11435,12/15/04,2/19/08,IONATRON INC,03819M10,IOTN,3
77443,11435,2/20/08,12/20/11,APPLIED ENERGETICS INC,03819M10,AERG,3
77444,11436,3/27/92,1/25/95,KENDALL SQUARE RESEARCH CORP,48878910,KSRC,3
77445,11430,3/27/92,6/28/93,VITAL LIVING PRODUCTS INC,92846B10,VLPI,3
77446,11438,3/31/92,10/6/00,ESKIMO PIE CORP,29644310,EPIE,3
77447,11440,3/31/92,12/31/18,I C U MEDICAL INC,44930G10,ICUI,3
77448,11442,3/31/92,1/12/97,LONGHORN STEAKS INC,75382010,LOHO,3
77448,11442,1/13/97,10/1/07,RARE HOSPITALITY INTL INC,75382010,RARE,3
77449,11443,3/31/92,9/29/94,RELIABLE FINANCIAL CORP,75941T10,RESB,3
77450,11445,3/31/92,2/7/93,SYBRON CHEMICAL INDUSTRIES INC,87090310,SYCM,3
77450,11445,2/8/93,10/9/96,SYBRON CHEMICALS INC,87090310,SYCM,3
77450,11445,10/10/96,10/23/00,SYBRON CHEMICALS INC,87090310,SYC,2
77451,11441,3/31/92,3/13/01,XIRCOM INC,98392210,XIRC,3
77452,29448,3/6/92,10/28/94,AMERICAN INCOME HOLDING INC,2672810,AIH,1
77453,25865,3/5/92,10/3/99,FOODMAKER INC,46636710,FM,1
77453,25865,10/4/99,12/14/08,JACK IN THE BOX INC,46636710,JBX,1
77453,25865,12/15/08,12/31/18,JACK IN THE BOX INC,46636710,JACK,3
77454,26027,3/6/92,12/13/02,READERS DIGEST ASSOCIATION INC,75526720,RDB,1
77455,25947,12/14/72,2/27/73,TRUCK O MATIC INC,89778810,,3
77456,29463,3/3/92,1/7/99,TOASTMASTER INC,88879110,TM,1
77457,29452,3/13/92,11/1/95,DUFF & PHELPS CORP,26432210,DUF,1
77458,29454,3/12/92,4/30/01,FIRST COMMONWEALTH FUND INC,301310,FCO,1
77458,29454,5/1/01,7/2/02,ABERDEEN COMMONWEALTH INCOME FD,301310,FCO,1
77458,29454,7/3/02,11/3/04,ABERDEEN GLOBAL INCOME FD INC,301310,FCO,1
77458,29454,11/4/04,12/31/18,ABERDEEN GLOBAL INCOME FD INC,301310,FCO,2
77459,21037,3/13/92,5/31/94,KAUFMAN & BROAD HOME CORP,48616820,KBS,1
77460,29462,3/9/92,4/11/96,PILGRIM PRIME RATE TRUST,92913A10,PPR,1
77460,29462,4/12/96,11/15/98,PILGRIM AMERICA PRIME RATE TRUS,92913A10,PPR,1
77460,29462,11/16/98,3/3/02,PILGRIM PRIME RATE TRUST NEW,92913A10,PPR,1
77460,29462,3/4/02,4/30/14,I N G PRIME RATE TRUST,92913A10,PPR,1
77460,29462,5/1/14,12/31/18,VOYA PRIME RATE TRUST,92913A10,PPR,1
77461,29464,3/11/92,2/4/14,VALASSIS COMMUNICATIONS INC,91886610,VCI,1
77462,22856,3/17/92,12/19/94,FEDERATED DEPARTMENT STRS INC N,55616P10,FD,1
77462,22856,12/20/94,5/31/07,FEDERATED DEPT STORES INC DEL,55616P10,FD,1
77462,22856,6/1/07,12/31/18,MACYS INC,55616P10,M,1
77463,4463,11/26/75,9/18/88,TRUS JOIST CORP,87253410,TJCO,3
77463,4463,9/19/88,1/20/00,T J INTERNATIONAL INC,87253410,TJCO,3
77464,29455,3/19/92,1/31/95,G F C FINANCIAL CORP,31792810,GFC,1
77464,29455,2/1/95,2/7/02,FINOVA GROUP INC,31792810,FNV,1
77465,29449,3/19/92,2/3/94,BURLINGTON INDUSTRIES EQUITY IN,12169310,BUR,1
77465,29449,2/4/94,11/14/01,BURLINGTON INDUSTRIES INC NEW,12169310,BUR,1
77466,29458,3/16/92,10/1/06,MUNIYIELD CALIFORNIA FUND INC,09254M10,MYC,1
77466,29458,10/2/06,12/31/18,BLACKROCK MUNIYIELD CA FUND INC,09254M10,MYC,1
77467,29459,3/16/92,10/1/06,MUNIYIELD FLORIDA FUND,09254R10,MYF,1
77467,29459,10/2/06,9/17/08,BLACKROCK MUNIYIELD FLORIDA FUN,09254R10,MYF,1
77467,29459,9/18/08,12/31/18,BLACKROCK MUNIYIELD INVESTMNT F,09254R10,MYF,1
77468,29460,3/16/92,6/3/02,MUNIYIELD MICHIGAN FUND INC,09254W10,MYM,1
