Match Name,Match Date,Word Length,c1,c2,c3,c4
BOOKING HOLDINGS INC.,3/31/99,143,2.097902098,1.398601399,0.699300699,1.398601399
PEPSI BOTTLING GROUP INC,3/31/99,85,0,8.235294118,0,0
ZIFF DAVIS INC,3/31/99,173,0,2.312138728,0,1.156069364
PLX TECHNOLOGY INC,4/6/99,93,2.150537634,4.301075269,1.075268817,1.075268817
RHYTHMS NET CONNECTIONS INC,4/7/99,139,0,4.316546763,0.71942446,1.438848921
TRANSCOASTAL CORP,4/8/99,493,1.622718053,5.070993915,0.811359026,2.028397566
EXTREME NETWORKS INC,4/9/99,105,1.904761905,4.761904762,0,4.761904762
RAVENSWOOD WINERY INC,4/9/99,114,0,2.631578947,0,3.50877193
USINTERNETWORKING INC,4/9/99,132,1.515151515,3.03030303,0,3.787878788
,,,,,,
,,,,,,
VALUE AMERICA INC /VA,4/8/99,142,2.112676056,1.408450704,0,2.112676056
DELIA S CORP,4/9/99,215,1.395348837,5.581395349,0,1.860465116
,,,,,,
ACCREDO HEALTH INC,4/16/99,143,2.097902098,1.398601399,0,0
WORLDGATE COMMUNICATIONS INC,4/16/99,163,1.226993865,1.840490798,1.226993865,1.226993865
STANCORP FINANCIAL GROUP INC,4/19/99,202,0,0.99009901,0,0
PROXICOM INC,4/20/99,191,1.570680628,3.141361257,0.523560209,1.570680628
AB WATLEY GROUP INC,4/21/99,398,0,4.020100503,0.502512563,3.015075377
TUESDAY MORNING CORP/DE,4/23/99,358,0,1.396648045,0,0
BUCA INC /MN,4/21/99,214,0.934579439,4.672897196,0,0.46728972
COMPUCREDIT CORP,4/23/99,88,0,2.272727273,1.136363636,0
"STAMFORD INDUSTRIAL GROUP, INC.",4/23/99,87,1.149425287,3.448275862,1.149425287,1.149425287
,,,,,,
LAUNCH MEDIA INC,4/26/99,144,2.777777778,0.694444444,0,3.472222222
RAZORFISH INC,4/27/99,136,2.205882353,2.941176471,0,0
"IMMTECH PHARMACEUTICALS, INC.",4/29/99,372,0.537634409,1.612903226,0.806451613,0.806451613
HEIDRICK & STRUGGLES INTERNATIONAL INC,4/28/99,215,0.930232558,5.581395349,0,0.930232558
INFORMATICA LLC,4/29/99,69,0,4.347826087,1.449275362,0
MARIMBA INC,4/30/99,92,3.260869565,4.347826087,0,3.260869565
HEARME,4/30/99,91,2.197802198,4.395604396,0,3.296703297
APPLIEDTHEORY CORP,4/30/99,136,1.470588235,4.411764706,0,2.205882353
CNX RESOURCES CORP,4/30/99,74,1.351351351,5.405405405,0,0
GOLDMAN SACHS GROUP INC,5/4/99,90,0,2.222222222,0,0
MAPQUEST COM INC,5/4/99,159,0.628930818,1.257861635,0.628930818,2.51572327
FLYCAST COMMUNICATIONS CORP,5/5/99,60,3.333333333,5,0,1.666666667
"NAUTILUS, INC.",5/6/99,191,1.570680628,2.617801047,1.570680628,4.712041885
DESTIA COMMUNICATIONS INC,5/6/99,68,4.411764706,1.470588235,0,2.941176471
RADIO ONE INC,5/7/99,99,1.01010101,5.050505051,0,1.01010101
COMPS COM INC,5/5/99,188,1.063829787,7.446808511,0,1.063829787
PORTAL SOFTWARE INC,5/6/99,192,1.041666667,3.645833333,0.520833333,1.5625
NORTHPOINT COMMUNICATIONS GROUP INC,5/6/99,62,0,6.451612903,0,0
,,,,,,
LATITUDE COMMUNICATIONS INC,5/7/99,120,1.666666667,2.5,1.666666667,2.5
NETOBJECTS INC,5/11/99,200,1,6.5,0.5,1.5
,,,,,,
JMXI INC,5/7/99,153,0.653594771,3.921568627,0,1.960784314
MAKER COMMUNICATIONS INC,5/11/99,110,0,4.545454545,0,0
"THESTREET, INC.",5/11/99,124,0.806451613,0.806451613,0.806451613,2.419354839
CAREERBUILDER INC,6/16/99,125,1.6,7.2,0,0
WESCO INTERNATIONAL INC,5/13/99,184,0,7.608695652,0,3.804347826
TW TELECOM INC.,5/12/99,303,1.320132013,3.630363036,1.320132013,0.660066007
COPPER MOUNTAIN NETWORKS INC,5/13/99,120,1.666666667,3.333333333,0,2.5
"MANHATTAN BRIDGE CAPITAL, INC",5/14/99,282,1.063829787,3.90070922,0,1.418439716
BIZNESSONLINE COM INC/DE,5/12/99,222,4.504504505,3.153153153,0,1.351351351
BANKRATE INC,5/17/99,124,2.419354839,2.419354839,0.806451613,1.612903226
NEXTCARD INC,5/14/99,98,1.020408163,4.081632653,0,2.040816327
ALLOY INC,5/14/99,113,1.769911504,6.194690265,0,1.769911504
REDBACK NETWORKS INC,5/18/99,89,3.370786517,5.617977528,0,3.370786517
NEXTERA ENTERPRISES INC,5/18/99,358,1.955307263,5.586592179,0.279329609,0.279329609
ETOYS INC,5/20/99,118,0.847457627,3.389830508,0.847457627,2.542372881
ONESOURCE INFORMATION SERVICES INC,5/19/99,196,1.530612245,6.12244898,0.510204082,0.510204082
AT PLAN INC,5/21/99,118,1.694915254,3.389830508,0,1.694915254
TENFOLD CORP /UT,5/21/99,119,1.680672269,3.361344538,0.840336134,0.840336134
ARDENT COMMUNICATIONS INC,5/20/99,241,0.829875519,3.734439834,0.829875519,2.074688797
DAVIDS BRIDAL INC,5/21/99,108,0,3.703703704,0.925925926,2.777777778
RUBIOS RESTAURANTS INC,5/21/99,114,0,4.385964912,0,0
NEWGEN RESULTS CORP,5/21/99,120,0.833333333,4.166666667,0,0.833333333
FASHIONMALL COM INC,5/24/99,305,0.327868852,3.606557377,0.327868852,1.31147541
,,,,,,
TC PIPELINES LP,5/26/99,84,0,0,0,0
JUNO ONLINE SERVICES INC,5/26/99,145,2.068965517,5.517241379,0.689655172,0
BARNESANDNOBLE COM INC,5/26/99,189,1.587301587,1.587301587,0,1.587301587
PRISM FINANCIAL CORP,5/25/99,202,1.485148515,5.940594059,0.495049505,0
,,,,,,
US CONCRETE INC,5/26/99,185,2.162162162,11.35135135,0,1.621621622
"CYCLELOGIC, INC.",5/26/99,111,0,2.702702703,0.900900901,0
EDGAR ONLINE INC,5/26/99,136,1.470588235,5.147058824,0,0.735294118
INET TECHNOLOGIES INC,5/27/99,148,1.351351351,1.351351351,1.351351351,2.702702703
ZIPLINK INC,5/26/99,179,0,6.145251397,0,1.117318436
,,,,,,
INTERACT COMMERCE CORP,5/27/99,171,1.754385965,2.923976608,1.754385965,1.754385965
IXL ENTERPRISES INC,6/3/99,259,2.316602317,2.316602317,0.772200772,1.544401544
ZANY BRAINY INC,6/3/99,181,1.657458564,3.867403315,0,3.867403315
HIGH SPEED ACCESS CORP,6/7/99,109,1.834862385,2.752293578,0,0.917431193
NETWORK ACCESS SOLUTIONS CORP,6/4/99,128,0,0.78125,0.78125,2.34375
"F5 NETWORKS, INC.",6/4/99,162,0.617283951,2.469135802,2.469135802,2.469135802
ONLINE RESOURCES CORP,6/7/99,160,1.25,3.75,0,3.125
SOUNDVIEW TECHNOLOGY GROUP INC,6/4/99,174,0.574712644,4.022988506,0,1.724137931
DRKOOP COM INC,6/8/99,192,1.041666667,2.083333333,0,0.520833333
PANTRY INC,6/9/99,179,5.586592179,5.586592179,0.558659218,4.469273743
SKECHERS USA INC,6/10/99,234,0,2.136752137,0.427350427,0.427350427
DITECH NETWORKS INC,6/9/99,149,0.67114094,6.040268456,0.67114094,2.684563758
SSP SOLUTIONS INC,6/11/99,592,0.337837838,4.054054054,0.506756757,2.195945946
"GREAT ELM CAPITAL GROUP, INC.",6/11/99,192,1.041666667,1.5625,3.125,4.6875
,,,,,,
GENESISINTERMEDIA INC,6/15/99,175,3.428571429,2.285714286,0,3.428571429
CAREINSITE INC,6/16/99,90,2.222222222,3.333333333,0,1.111111111
SBA COMMUNICATIONS CORP,6/17/99,154,1.298701299,3.896103896,0,4.545454545
LIQUENT INC,6/17/99,141,1.418439716,2.127659574,1.418439716,5.673758865
VIANT CORP,6/18/99,167,1.796407186,4.191616766,0.598802395,1.796407186
,,,,,,
APPNET INC /DE/,6/21/99,310,0.322580645,4.193548387,0,2.903225806
STREAMLINE COM INC,6/18/99,102,1.960784314,2.941176471,0,2.941176471
,,,,,,
STUDENT ADVANTAGE INC,6/18/99,139,4.316546763,4.316546763,0.71942446,4.316546763
OVERTURE SERVICES INC,6/18/99,76,3.947368421,3.947368421,0,2.631578947
ABLE ENERGY INC,6/23/99,341,1.759530792,3.519061584,0,1.46627566
ARIBA INC,6/24/99,81,1.234567901,3.703703704,1.234567901,0
RAMP NETWORKS INC,6/22/99,85,2.352941176,4.705882353,1.176470588,5.882352941
MAXUS TECHNOLOGY CORP,6/23/99,112,5.357142857,4.464285714,0,2.678571429
SALON MEDIA GROUP INC,6/23/99,94,0,2.127659574,0,2.127659574
CYBERSOURCE CORP,6/24/99,70,0,2.857142857,1.428571429,1.428571429
SOFTWARE COM INC,6/24/99,130,0.769230769,2.307692308,0,2.307692308
TD WATERHOUSE GROUP INC,6/23/99,348,1.436781609,3.735632184,0.574712644,0.287356322
GLOBESPANVIRATA INC,6/23/99,174,0.574712644,5.747126437,0.574712644,0
PERSISTENCE SOFTWARE INC,6/25/99,107,1.869158879,3.738317757,0.934579439,2.803738318
JUNIPER NETWORKS INC,6/25/99,112,0.892857143,1.785714286,0.892857143,0.892857143
MECKLERMEDIA CORP,6/25/99,160,0.625,5.625,0.625,0.625
US SEARCH CORP COM,6/25/99,189,1.058201058,3.703703704,0,1.058201058
STAMPS.COM INC,6/25/99,151,1.986754967,1.986754967,0,2.649006623
WOMEN FIRST HEALTHCARE INC,6/29/99,137,0,3.649635036,0,0.729927007
E LOAN INC,6/29/99,150,0.666666667,2,0.666666667,1.333333333
DIGITAL ISLAND INC,6/29/99,91,2.197802198,3.296703297,2.197802198,2.197802198
NETWORK PLUS CORP,6/30/99,125,1.6,1.6,0,1.6
SEMINIS INC,6/30/99,199,1.507537688,6.030150754,0,1.507537688
NFRONT INC,6/29/99,237,1.265822785,7.172995781,0.421940928,2.109704641
SHOWCASE CORP /MN,6/30/99,97,3.092783505,3.092783505,1.030927835,3.092783505
"DIADEXUS, INC.",6/30/99,91,0,2.197802198,0,0
ASK JEEVES INC,7/1/99,111,1.801801802,3.603603604,0.900900901,4.504504505
ID SYSTEMS INC,7/2/99,320,0.625,2.1875,0.625,3.125
COMMERCE ONE INC,7/2/99,71,2.816901408,4.225352113,0,4.225352113
PRIMUS KNOWLEDGE SOLUTIONS INC,7/1/99,136,1.470588235,5.147058824,1.470588235,2.941176471
YANKEE CANDLE CO INC,7/1/99,181,0,2.209944751,0,1.104972376
CLARENT CORP/DE,7/1/99,174,1.149425287,1.724137931,2.873563218,5.172413793
"SALEM MEDIA GROUP, INC. /DE/",7/1/99,147,2.721088435,4.081632653,0,2.040816327
SUN COMMUNITY BANCORP LTD,7/2/99,229,0,2.183406114,1.310043668,0.436681223
INTERLIANT INC,7/8/99,141,3.546099291,4.964539007,0,1.418439716
GEORGE FOREMAN ENTERPRISES INC,7/7/99,176,0.568181818,2.840909091,0,1.136363636
LQ CORP INC,7/9/99,65,0,4.615384615,1.538461538,1.538461538
ENCORE CAPITAL GROUP INC,7/9/99,159,0,7.547169811,0,4.402515723
KEITH COMPANIES INC,7/14/99,165,1.212121212,3.03030303,0,0.606060606
TIBCO SOFTWARE INC,7/14/99,140,0.714285714,4.285714286,0.714285714,2.142857143
EFFICIENT NETWORKS INC,7/15/99,74,1.351351351,4.054054054,0,1.351351351
PROVANTAGE HEALTH SERVICES INC,7/15/99,83,1.204819277,3.614457831,0,1.204819277
AUDIBLE INC,7/16/99,115,1.739130435,1.739130435,0,2.608695652
"ITA HOLDINGS, INC.",7/19/99,138,1.449275362,2.898550725,1.449275362,2.173913043
NIC INC,7/19/99,157,1.910828025,1.910828025,0.636942675,0.636942675
PARADYNE NETWORKS INC,7/16/99,159,2.51572327,3.144654088,0.628930818,3.144654088
GADZOOX NETWORKS INC,7/20/99,82,3.658536585,2.43902439,1.219512195,4.87804878
GENENTECH INC,7/20/99,148,0,0,0,9.459459459
,,,,,,
"LIVEWORLD, INC.",7/20/99,110,0.909090909,3.636363636,0.909090909,4.545454545
BE INC,7/20/99,94,0,3.191489362,1.063829787,2.127659574
VOYAGER NET INC,7/21/99,202,0.99009901,4.455445545,1.485148515,1.485148515
ART TECHNOLOGY GROUP INC,7/21/99,218,2.293577982,4.128440367,1.834862385,2.752293578
ENGAGE INC,7/20/99,90,2.222222222,3.333333333,0,2.222222222
SCIENTIFIC LEARNING CORP,7/22/99,67,0,4.47761194,0,2.985074627
HOOVERS INC,7/21/99,116,1.724137931,0.862068966,0.862068966,1.724137931
TROY GROUP INC,7/22/99,186,3.225806452,5.376344086,0,0.537634409
INSIGHT COMMUNICATIONS CO INC,7/21/99,250,5.2,2.4,0.4,4
MP3 COM INC,7/21/99,171,1.169590643,1.754385965,1.169590643,3.50877193
TANNING TECHNOLOGY CORP,7/23/99,130,1.538461538,3.076923077,0,0.769230769
BIOMARIN PHARMACEUTICAL INC,7/26/99,204,0.490196078,0.980392157,0.490196078,4.901960784
"PRISM TECHNOLOGIES GROUP, INC.",7/23/99,86,2.325581395,3.488372093,0,2.325581395
"J2 GLOBAL, INC.",7/23/99,199,0,4.020100503,0,3.015075377
NEXPRISE INC,7/28/99,127,1.57480315,3.937007874,0.787401575,1.57480315
DRUGSTORE COM INC,7/28/99,119,0.840336134,3.361344538,0.840336134,0.840336134
PACKETEER INC,7/28/99,164,1.829268293,3.048780488,0.609756098,3.048780488
QUOKKA SPORTS INC,7/28/99,346,0.289017341,2.023121387,0.578034682,1.445086705
,,,,,,
FOCAL COMMUNICATIONS CORP,7/28/99,90,1.111111111,2.222222222,0,2.222222222
LENNOX INTERNATIONAL INC,7/29/99,152,2.631578947,3.289473684,0,4.605263158
,,,,,,
NATIONAL MEDICAL HEALTH CARD SYSTEMS INC,7/28/99,167,2.994011976,4.790419162,0,0.598802395
NETIQ CORP,7/30/99,165,1.212121212,7.272727273,0.606060606,0.606060606
N2H2 INC,8/2/99,182,1.098901099,2.197802198,1.098901099,2.747252747
AIRONET WIRELESS COMMUNICATIONS INC,8/2/99,118,0,11.01694915,0,5.084745763
DIGEX INC/DE,7/30/99,218,0.917431193,3.211009174,0,2.293577982
,,,,,,
,,,,,,
,,,,,,
MIIX GROUP INC,7/30/99,92,1.086956522,0,1.086956522,0
BIOPURE CORP,7/30/99,109,0,4.587155963,0,0.917431193
ACCRUE SOFTWARE INC,8/2/99,120,1.666666667,3.333333333,0.833333333,4.166666667
WATCHGUARD TECHNOLOGIES INC,7/30/99,188,1.063829787,7.446808511,0.531914894,3.191489362
,,,,,,
BIGSTAR ENTERTAINMENT INC,8/3/99,123,0.81300813,1.62601626,0,0
SPLITROCK SERVICES INC,8/4/99,187,1.604278075,2.673796791,0.534759358,1.604278075
1 800 FLOWERS COM INC,8/4/99,216,1.388888889,2.777777778,0.462962963,1.388888889
FAIRCHILD SEMICONDUCTOR INTERNATIONAL INC,8/4/99,317,0.94637224,4.100946372,0,1.261829653
"LIFE QUOTES, INC.",8/3/99,221,1.357466063,5.882352941,0,2.262443439
MISSION CRITICAL SOFTWARE INC,8/5/99,112,1.785714286,1.785714286,1.785714286,2.678571429
MOVE INC,8/6/99,139,1.438848921,1.438848921,0,1.438848921
ACTUA CORP,8/5/99,162,3.086419753,1.234567901,0.617283951,1.851851852
INTERACTIVE PICTURES CORP,8/5/99,85,2.352941176,4.705882353,1.176470588,2.352941176
TUMBLEWEED COMMUNICATIONS CORP,8/6/99,108,0.925925926,0.925925926,0.925925926,0.925925926
COBALT GROUP INC,8/5/99,189,1.587301587,6.349206349,0.529100529,1.587301587
DATALINK CORP,8/6/99,245,0.408163265,2.857142857,1.224489796,1.632653061
U S INTERACTIVE INC/PA,8/11/99,144,1.388888889,3.472222222,0,2.083333333
BLOCKBUSTER INC,8/11/99,148,1.351351351,5.405405405,0,0.675675676
,,,,,,
,,,,,,
RED HAT INC,8/11/99,104,0.961538462,2.884615385,0,2.884615385
,,,,,,
MDCM HOLDINGS INC,8/12/99,175,0,4,1.142857143,0.571428571
NETSCOUT SYSTEMS INC,8/12/99,119,1.680672269,4.201680672,0.840336134,1.680672269
ACTIVE SOFTWARE INC,8/13/99,188,1.063829787,2.659574468,2.127659574,1.063829787
QUEST SOFTWARE INC,8/13/99,194,2.06185567,5.670103093,0.515463918,1.546391753
U S AGGREGATES INC,8/16/99,205,0,6.829268293,0,1.951219512
SILVERSTREAM SOFTWARE INC,8/17/99,136,1.470588235,2.941176471,1.470588235,5.147058824
,,,,,,
NETRO CORP,8/19/99,57,0,3.50877193,1.754385965,1.754385965
WINK COMMUNICATIONS INC,8/19/99,136,1.470588235,2.941176471,1.470588235,1.470588235
NOVAMED INC,8/18/99,281,1.423487544,3.558718861,0.355871886,0.355871886
LOOKSMART LTD,8/20/99,88,2.272727273,4.545454545,0,4.545454545
LABRANCHE & CO INC,8/20/99,132,1.515151515,3.787878788,3.03030303,0
HEADHUNTER NET INC,8/19/99,171,0,2.923976608,0.584795322,2.923976608
MYPOINTS COM INC,8/20/99,220,1.363636364,1.818181818,0.454545455,4.090909091
AGILE SOFTWARE CORP,8/20/99,104,1.923076923,4.807692308,0,2.884615385
LIONBRIDGE TECHNOLOGIES INC /DE/,8/20/99,222,0.900900901,2.252252252,0.45045045,0.45045045
IPIX CORP,8/26/99,102,0.980392157,1.960784314,0,1.960784314
IMAGEX COM INC,8/26/99,259,2.702702703,5.019305019,0.386100386,2.316602317
PRO AFTER INC,9/14/99,147,2.040816327,3.401360544,0.680272109,2.721088435
GARDEN COM INC,9/16/99,104,2.884615385,2.884615385,0.961538462,1.923076923
LEISURE TIME CASINOS & RESORTS INC,9/16/99,141,1.418439716,2.836879433,0.709219858,0
,,,,,,
VITRIA TECHNOLOGY INC,9/17/99,212,0.943396226,1.886792453,2.358490566,4.245283019
LUMINANT WORLDWIDE CORP,9/16/99,222,3.153153153,3.603603604,0,0
E PIPHANY INC,9/22/99,82,1.219512195,4.87804878,1.219512195,1.219512195
SWK HOLDINGS CORP,9/22/99,180,1.111111111,1.111111111,0.555555556,1.666666667
YESMAIL COM INC,9/23/99,76,0,2.631578947,1.315789474,0
CYBERGOLD INC,9/23/99,93,2.150537634,3.225806452,0,4.301075269
ASHFORD COM INC,9/23/99,98,1.020408163,5.102040816,2.040816327,3.06122449
BROADBASE SOFTWARE INC,9/22/99,106,0.943396226,3.773584906,0,0
INTERACTIVE INTELLIGENCE INC,9/23/99,138,0.724637681,7.246376812,0,0
ALTEON WEBSYSTEMS INC,9/24/99,87,1.149425287,1.149425287,0,2.298850575
JORE CORP,9/23/99,143,1.398601399,4.895104895,0.699300699,2.797202797
NETZERO INC,9/24/99,205,1.951219512,2.43902439,0.487804878,2.43902439
PROMOTIONS COM INC,9/27/99,138,2.898550725,0.724637681,0,1.449275362
EGAIN CORP,9/23/99,158,1.265822785,1.898734177,1.265822785,3.797468354
KEYNOTE SYSTEMS INC,9/28/99,97,2.06185567,2.06185567,1.030927835,2.06185567
INTERSPEED INC,9/24/99,112,0.892857143,3.571428571,0.892857143,2.678571429
,,,,,,
MEDSCAPE INC,9/28/99,148,2.027027027,2.027027027,0.675675676,0.675675676
FOUNDRY NETWORKS LLC,9/28/99,123,1.62601626,2.43902439,1.62601626,3.25203252
APTIMUS INC,9/28/99,93,2.150537634,2.150537634,0,2.150537634
ITXC CORP,9/28/99,239,0.418410042,2.510460251,0,2.092050209
AIRGATE PCS INC /DE/,9/29/99,156,0,3.846153846,0,1.282051282
SPINNAKER EXPLORATION CO,9/29/99,116,0,2.586206897,2.586206897,2.586206897
TELEMATE NET SOFTWARE INC,9/29/99,164,1.219512195,6.097560976,0,1.219512195
FTD COM INC,9/29/99,102,1.960784314,4.901960784,0,1.960784314
ACME COMMUNICATIONS INC,9/30/99,121,3.305785124,9.090909091,0,2.479338843
NETSOLVE INC,9/29/99,147,1.360544218,2.721088435,0,0
LOISLAW COM INC,9/30/99,209,1.435406699,4.784688995,0,0.956937799
TIVO SOLUTIONS INC.,9/30/99,153,0.653594771,1.307189542,1.307189542,1.960784314
,,,,,,
INTERNAP CORP,9/29/99,149,1.342281879,1.342281879,0,3.355704698
NETWORK COMMERCE INC,9/29/99,289,0.692041522,4.498269896,0.346020761,0.692041522
DIGITAL INSIGHT CORP,10/1/99,101,0.99009901,2.97029703,0.99009901,1.98019802
DALEEN TECHNOLOGIES INC,10/1/99,123,1.62601626,3.25203252,0.81300813,2.43902439
"BLACKROCK HOLDCO 2, INC.",10/4/99,58,0,3.448275862,0,1.724137931
,,,,,,
VIXEL CORP,10/1/99,220,0.909090909,4.545454545,0.454545455,3.181818182
ALTIGEN COMMUNICATIONS INC,10/5/99,96,1.041666667,3.125,1.041666667,4.166666667
XM SATELLITE RADIO HOLDINGS INC,10/5/99,105,0,2.857142857,0,0
SMARTDISK CORP,10/6/99,215,0.930232558,2.325581395,0.930232558,4.651162791
,,,,,,
NEUBERGER BERMAN INC,10/7/99,109,0,1.834862385,0,0
CALICO COMMERCE INC/,10/7/99,106,1.886792453,3.773584906,0,5.660377358
PARAGON FINANCIAL CORP,10/7/99,75,1.333333333,4,0,0
DSL NET INC,10/6/99,118,0.847457627,1.694915254,1.694915254,0.847457627
ILLUMINET HOLDINGS INC,10/12/99,102,1.960784314,0,0.980392157,1.960784314
HOMESERVICES COM INC,10/8/99,111,2.702702703,2.702702703,0,0
INTERWOVEN INC,10/8/99,195,1.025641026,1.538461538,2.564102564,4.615384615
TRIZETTO GROUP INC,10/8/99,204,1.470588235,3.431372549,0.980392157,2.450980392
JUPITER COMMUNICATIONS INC,10/8/99,77,0,1.298701299,1.298701299,0
VITAMINSHOPPE COM INC,10/8/99,125,1.6,2.4,0,3.2
LTWC CORP,10/12/99,101,0.99009901,1.98019802,0,2.97029703
IGO CORP,10/15/99,107,3.738317757,5.607476636,0.934579439,1.869158879
NETCENTIVES INC,10/15/99,234,1.709401709,2.564102564,2.136752137,2.136752137
QUICKLOGIC CORP,10/15/99,74,1.351351351,0,0,1.351351351
NETRADIO CORP,10/15/99,88,3.409090909,5.681818182,0,2.272727273
WOMEN COM NETWORKS INC,10/15/99,288,1.041666667,1.736111111,0,1.041666667
RESOURCEPHOENIX COM,10/14/99,133,2.255639098,3.007518797,0,3.007518797
CYSIVE INC,10/15/99,107,0,3.738317757,0.934579439,1.869158879
MARTHA STEWART LIVING OMNIMEDIA INC,10/19/99,163,1.840490798,2.45398773,0.613496933,0
WORLD WRESTLING ENTERTAINMENTINC,10/19/99,111,0,0.900900901,0.900900901,0.900900901
PC TEL INC,10/19/99,158,1.265822785,7.594936709,0.632911392,0.632911392
CROSSROADS SYSTEMS INC,10/20/99,231,1.298701299,1.298701299,0.865800866,3.463203463
BSQUARE CORP /WA,10/20/99,106,1.886792453,4.716981132,2.830188679,2.830188679
"CHARLOTTE RUSSE HOLDING, INC.",10/20/99,109,0,2.752293578,0,2.752293578
RSTAR CORP,10/20/99,224,1.339285714,2.678571429,0,2.232142857
,,,,,,
"NEXCEN BRANDS, INC.",10/21/99,285,0.701754386,3.157894737,0.350877193,1.403508772
SYCAMORE NETWORKS INC,10/22/99,176,1.136363636,5.113636364,0,2.840909091
MCK COMMUNICATIONS INC,10/22/99,176,0,2.272727273,0,0
NAVISITE LLC,10/22/99,189,1.587301587,1.058201058,0,2.645502646
INTERTRUST TECHNOLOGIES CORP,10/27/99,75,2.666666667,4,0,2.666666667
VIADOR INC,10/26/99,166,1.204819277,2.409638554,1.204819277,1.204819277
PENTASTAR COMMUNICATIONS INC,10/28/99,528,4.734848485,4.356060606,0.189393939,0.946969697
JNI CORP,10/27/99,166,1.807228916,4.819277108,0,1.204819277
PREDICTIVE SYSTEMS INC,10/27/99,113,1.769911504,2.654867257,0.884955752,0
DATA RETURN CORP,10/28/99,161,1.242236025,6.211180124,0.621118012,1.863354037
SPANISH BROADCASTING SYSTEM INC,10/28/99,312,0,4.166666667,0,0
"SUNCOM WIRELESS HOLDINGS, INC.",10/28/99,127,1.57480315,3.149606299,0,5.511811024
AKAMAI TECHNOLOGIES INC,10/29/99,79,2.53164557,5.063291139,0,1.265822785
PLUG POWER INC,10/29/99,91,1.098901099,4.395604396,0,6.593406593
,,,,,,
"GAIA, INC",10/29/99,134,2.23880597,2.985074627,0.746268657,0
"CANNAPHARMARX, INC.",11/4/99,243,0,4.115226337,0,2.469135802
BE FREE INC,11/3/99,224,0.446428571,4.017857143,0.892857143,1.785714286
TICKETS COM INC,11/4/99,320,0.9375,3.125,0,1.875
PAC-WEST TELECOMM INC,11/5/99,198,1.515151515,3.03030303,0.505050505,2.02020202
COBALT NETWORKS INC,11/5/99,116,1.724137931,4.310344828,1.724137931,2.586206897
WEBVAN GROUP INC,11/5/99,239,0.418410042,1.673640167,0,2.928870293
"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",11/5/99,139,1.438848921,5.035971223,0.71942446,0
COLLECTORS UNIVERSE INC,11/5/99,118,1.694915254,1.694915254,0.847457627,0.847457627
"CHARTER COMMUNICATIONS, INC. /MO/",11/9/99,310,2.903225806,2.580645161,0,0.322580645
UNITED PARCEL SERVICE INC,11/10/99,42,0,2.380952381,0,0
DATA CRITICAL CORP,11/9/99,82,2.43902439,2.43902439,0,2.43902439
NEXT LEVEL COMMUNICATIONS INC,11/10/99,113,2.654867257,0.884955752,1.769911504,0.884955752
EXPEDIA INC,11/10/99,151,0.662251656,3.311258278,0,1.986754967
NETZEE INC,11/9/99,186,3.76344086,5.913978495,0,1.075268817
EDISON SCHOOLS INC,11/12/99,102,1.960784314,3.921568627,0.980392157,1.960784314
SONICWALL INC,11/12/99,112,2.678571429,2.678571429,1.785714286,2.678571429
IBASIS INC,11/10/99,124,1.612903226,4.032258065,1.612903226,0.806451613
"DOUGHERTY'S PHARMACY, INC.",11/12/99,247,0.809716599,0.4048583,0.4048583,2.024291498
FINISAR CORP,11/12/99,131,1.526717557,4.580152672,0,3.053435115
SAGE INC/CA,11/12/99,94,1.063829787,4.255319149,1.063829787,3.191489362
IMMERSION CORP,11/16/99,138,1.449275362,2.898550725,0.724637681,2.173913043
SOMERA COMMUNICATIONS INC,11/12/99,144,0,6.944444444,0,2.777777778
RUDOLPH TECHNOLOGIES INC,11/12/99,175,1.142857143,8,0.571428571,1.142857143
NETCREATIONS INC,11/15/99,258,1.550387597,2.713178295,1.937984496,2.325581395
CVC INC,11/12/99,141,0,4.964539007,0,0
VIRATA CORP,11/17/99,83,1.204819277,2.409638554,1.204819277,3.614457831
QUINTUS CORP,11/16/99,155,1.935483871,2.580645161,0,1.935483871
AGILENT TECHNOLOGIES INC,11/18/99,60,0,1.666666667,0,0
RAINMAKER SYSTEMS INC,11/17/99,79,2.53164557,2.53164557,0,5.063291139
IMANAGE INC,11/17/99,97,3.092783505,3.092783505,1.030927835,3.092783505
RETEK INC,11/18/99,141,2.836879433,6.382978723,0.709219858,3.546099291
ALASKA COMMUNICATIONS SYSTEMS GROUP INC,11/18/99,171,2.339181287,2.923976608,0,5.263157895
METASOLV INC,11/18/99,124,1.612903226,2.419354839,0.806451613,1.612903226
WEB STREET INC //,11/17/99,214,1.869158879,1.401869159,0,1.869158879
SYMYX TECHNOLOGIES INC,11/18/99,94,2.127659574,2.127659574,1.063829787,2.127659574
BLUE COAT SYSTEMS INC,11/19/99,153,0.653594771,3.921568627,1.307189542,0.653594771
,,,,,,
"INTELLICHECK, INC.",11/22/99,352,0,4.829545455,0.284090909,1.420454545
EXACTIS COM INC,11/19/99,131,1.526717557,3.053435115,0,0.763358779
LIFEMINDERS INC,11/19/99,94,4.255319149,3.191489362,0,1.063829787
,,,,,,
,,,,,,
OFFICIAL PAYMENTS CORP,11/24/99,73,4.109589041,1.369863014,0,0
DELTATHREE INC,11/23/99,89,0,0,0,1.123595506
