 Filing Date	Issue Date	Issuer	Main SIC Code	Ticker Symbol	Bookrunner(s)	Gross spread ($)	Gross Spread as % of Prncpl Amt - in this Mkt	Proceeds Amt - in this Mkt ($ mil)	Offer Price	Type of Security	9-Digit Cusip	Primary Exchange Where Issuer's Stock Trades	Management Fee as % of Prncpl Amt - in this Mkt	Underwriting Fee as % of Prncpl Amt - in this Mkt	Selling Concession as % of Prncpl Amt - in this Mkt	Marketplace	Original High Filing Price	Original Low Filing Price	Shares Filed - in this Mkt	Amt Filed - in this Mkt ($ mil)	Primary Shares Offered - in this Mkt	Secondary Shs Ofrd- in this Mkt	Lock up Expiration Date	Percent of Shares Outstanding Subject to Lockup Agreement	Lockup Days	Lockup Shares	Depositary	Units	Venture Backed	Spin-off Parent Ticker	Spinoff's Parent	Number of Bookrunners	RANK_NO_LEADS	"Number of Lead, Co-lead, & Co-managers"	Stock Price at Close of Offer/1st Trade	Opening Stock Price at First Trade	permno	cusip	comnam	ticker	begprc	prc	Match Name	Match Date	diff date	mid	c1	c2	c3	c4	Word Length_sentiment	negative	positive	uncertainty	litigious	strongmodal	weakmodal	constraining	internet	underpricing
10/20/99	11/22/99	TeleCorp PCS Inc	4812	TLCP	SALOMON-SMITH	1.35	6.75	161.9	20	Class A Shares	879299105	Nasdaq	1.35	1.35	4.05	U.S. Public				143.8	8096000						No	No	Yes			1	1	4	33		87423	87930010	TELECORP P C S INC	TLCP	11/23/99	33	TELECORP WIRELESS INC	11/23/99	0	0	3.045685279	3.045685279	0	4.568527919	201	0	0.014925373	0.039800995	0	0.024875622	0.019900498	0.019900498	0	0.65
10/20/99	12/15/99	Maxygen Inc	8731	MAXY	GS	1.12	7	83.4	16	Common Shares	577776107	Nasdaq	1.438	1.375	4.1875	U.S. Public				80.5	5210000						No	No	No			1	1	3	42.06		87499	57777610	MAXYGEN INC	MAXY	12/16/99	42.0625	MAXYGEN INC	12/17/99	1	0	1.62601626	3.25203252	0.81300813	4.06504065	126	0	0	0.015873016	0	0.031746032	0.007936508	0.015873016	0	1.62890625
10/25/99	2/15/00	Jeremy's Microbatch Ice Creams	5451	JMIC	FIRST-MONTAUK	0.6	10	7.2	6	Common Shares	476319108	Nasdaq	Comb.	Comb.	6	U.S. Public	7	5	1200000	7.2	1200000		2/14/01 0:00	62.767	365	1883000	No	No	Yes			1	1	1	6.38		87613	47631910	JEREMYS MICROBATCH ICE CREAMS I	JMIC	2/15/00	6.375	JEREMYS MICROBATCH ICE CREAMS INC	2/17/00	2	6	0	5.66893424	0	0.680272109	445	0.006741573	0.004494382	0.017977528	0	0.02247191	0.004494382	0.006741573	0	0.0625
10/27/99	2/2/00	Centra Software Inc	7372	CTRA	FLEET-BOSTON	0.98	7	70	14	Common Shares	15234X103	Nasdaq	1.357	1.429	4.21429	U.S. Public				57.5	5000000		7/31/00 0:00	78.495	180	18250052	No	No	Yes			1	1	3	33.25		87595	15234X10	CENTRA SOFTWARE INC	CTRA	2/3/00	33.25	CENTRA SOFTWARE INC	2/3/00	0	0	2.116402116	3.703703704	0.529100529	2.645502646	192	0	0.005208333	0.020833333	0	0.036458333	0.010416667	0.010416667	1	1.375
10/27/99	2/2/00	Centra Software Inc	7372	CTRA	FLEET-BOSTON	0.98	7	70	14	Common Shares	15234X103	Nasdaq	1.357	1.429	4.21429	U.S. Public				57.5	5000000		7/31/00 0:00	78.495	180	18250052	No	No	Yes			1	1	3	33.25		87595	15234X10	CENTRA SOFTWARE INC	CTRA	2/3/00	33.25	CENTRA SOFTWARE INC	2/3/00	0	0	2.116402116	3.703703704	0.529100529	2.645502646	192	0	0.005208333	0.020833333	0	0.036458333	0.010416667	0.010416667	1	1.375
10/27/99	2/4/00	eMerge Interactive Inc	7372	EMRG	ADAMS-HARKNESS	1.05	7	67.5	15	Class A Shares	29088W103	Nasdaq	1.4	1.4	4.2	U.S. Public				86.8	3694000	806000	8/2/00 0:00	71.765	180	23131956	No	No	Yes			1	1	3	47.25		87603	29088W30	EMERGE INTERACTIVE INC	EMRG	2/4/00	47.25	EMERGE INTERACTIVE INC	2/4/00	0	0	0.600600601	4.804804805	0.900900901	0.600600601	336	0	0.00297619	0.020833333	0	0.017857143	0.005952381	0.008928571	1	2.15
10/27/99	2/7/00	Buy.com Inc	5999	BUYX	MERRILL	0.91	7	154.5	13	Common Shares	124269101	Nasdaq	1.462	1.308	4.23077	U.S. Public				150	11885000						No	No	Yes			1	1	4	25.13		87591	12426910	BUY COM INC	BUYX	2/8/00	25.125	BUY COM INC	2/8/00	0	0	1.119402985	2.23880597	1.119402985	2.985074627	272	0.003676471	0	0.018382353	0	0.018382353	0.018382353	0.007352941	1	0.932692308
10/29/99	3/2/00	Switchboard Inc	7389	SWBD	FLEET-BOSTON	1.05	7	82.5	15	Common Shares	871045100	Nasdaq	1.4	1.4	4.2	U.S. Public				60	5500000		8/29/00 0:00	76.809	180	18216355	No	No	No			1	2	4	26.81		87817	87104510	SWITCHBOARD INC	SWBD	3/2/00	26.8125	SWITCHBOARD INC	3/2/00	0	0	0	2.631578947	1.315789474	0	77	0	0	0.038961039	0	0.025974026	0	0	1	0.7875
11/1/99	2/10/00	Lightspan Partnership Inc	8299	LSPN	CS-FB	0.84	7	68.4	12	Common Shares	53226T102	Nasdaq	1.417	1.417	4.16667	U.S. Public				115	5700000						No	No	Yes			1	1	3			87617	53226T20	LIGHTSPAN PARTNERSHIP INC	LSPN	2/10/00	13.5	LIGHTSPAN INC	2/10/00	0	0	0.769230769	1.538461538	0	3.076923077	130	0.007692308	0	0.030769231	0	0.038461538	0.007692308	0.007692308	1	0.125
11/2/99	2/9/00	Xcare Net Inc	7374	XCAR	BOSTON-ROBERTS	1.26	7	90	18	Common Shares	98388Y101	Nasdaq	1.444	1.333	4.22222	U.S. Public				60	5000000		8/7/00 0:00	67.465	180	10368209	No	No	Yes			1	1	4	31.25		87648	74913K10	XCARE NET INC	XCAR	2/10/00	31.25	QUOVADX INC	2/10/00	0	0	0.649350649	1.298701299	0.649350649	4.545454545	158	0	0.006329114	0.03164557	0	0.012658228	0.018987342	0.012658228	0	0.736111111
11/3/99	2/8/00	Vicinity Corp	7375	VCNT	JPM	1.19	7	104.2	17	Common Shares	925653107	Nasdaq	1.412	1.412	4.17647	U.S. Public				57.5	6132000						No	No	Yes			1	1	3	48.75		87640	92565310	VICINITY CORP	VCNT	2/9/00	48.75	VICINITY CORP	2/9/00	0	0	0.892857143	2.232142857	1.339285714	3.571428571	227	0	0.004405286	0.022026432	0	0.017621145	0.008810573	0	1	1.867647059
11/8/99	2/15/00	VarsityBooks.com Inc	5942	VSTY	FLEET-BOSTON	0.7	7	40.8	10	Common Shares	922300100	Nasdaq	1.4	1.4	4.2	U.S. Public				75	4000000	75000	8/13/00 0:00	71.431	180	11175520	No	No	Yes			1	1	4	9.88		87643	92228110	VARSITYBOOKS COM INC	VSTY	2/15/00	9.875	VARSITY GROUP INC	2/15/00	0	0	1.03626943	3.10880829	0	2.07253886	194	0	0.005154639	0.015463918	0	0.041237113	0.005154639	0.005154639	0	-0.0125
11/9/99	2/25/00	Hotel Reservations Network Inc	4724	ROOM	DLJ	1.12	7	86.4	16	Class A Shares	441451101	Nasdaq	1.406	1.406	4.1875	U.S. Public				75	5400000		8/23/00 0:00	90.073	180	48999000	No	No	No		USA Network	1	1	5	26		87627	44147T10	HOTEL RESERVATIONS NETWORK INC	ROOM	2/25/00	26	HOTELS COM	2/28/00	3	0	2.247191011	3.370786517	0	2.247191011	91	0	0.010989011	0.032967033	0	0.043956044	0	0.010989011	0	0.625
11/12/99	2/3/00	Mediacom Communications Corp	4841	MCCC	CS-FB/SALOMON-SMITH(JB)	1.14	6	332.5	19	Class A Shares	58446K105	Nasdaq	1.2	1.2	3.6	U.S. Public				345	17500000						No	No	Yes			2	3	8	19		87618	58446K10	MEDIACOM COMMUNICATIONS CORP	MCCC	2/4/00	19	MEDIACOM COMMUNICATIONS CORP	2/4/00	0	0	1.020408163	8.163265306	0	7.142857143	98	0	0	0.020408163	0	0.010204082	0	0	0	0
11/12/99	2/3/00	Dobson Communications Corp	4812	DCEL	LEH/BA-SEC-LLC(JB)	1.265	5.75	440	22	Common Shares	256069105	Nasdaq	1.136	1.159	3.45455	U.S. Public				575	20000000						No	No	Yes			2	3	6	23.13		87598	25606910	DOBSON COMMUNICATIONS CORP	DCEL	2/4/00	23.125	DOBSON COMMUNICATIONS CORP	2/7/00	3	0	1.990049751	3.482587065	0.497512438	0.497512438	204	0.009803922	0	0.014705882	0	0.019607843	0.004901961	0	0	0.051136364
11/12/99	2/14/00	Savvis Communications Corp	7389	SVVS	MERRILL/MSDW(JB)	1.44	6	345.4	24	Common Shares	805423100	Nasdaq	1.208	1.208	3.58333	U.S. Public	25	22	10212766	240	12592392	1798913					No	No	Yes		Bridge Information Systems Inc	2	2	5	24		87633	80542330	SAVVIS COMMUNICATIONS CORP	SVVS	2/15/00	24	"SAVVIS, INC."	2/15/00	0	23.5	1.910828025	6.369426752	0	1.27388535	160	0.0375	0	0.04375	0	0.04375	0.00625	0.00625	0	0
11/12/99	2/17/00	Apropos Tech Inc	7372	APRS	CHASE-HQ	1.54	7	81.4	22	Common Shares	38334108	Nasdaq	1.409	1.409	4.18182	U.S. Public				55.2	3700000		8/15/00 0:00	72.311	180	9941250	No	No	Yes			1	1	3	46		87586	3833410	APROPOS TECHNOLOGY INC	APRS	2/17/00	46	APROPOS TECHNOLOGY INC	2/17/00	0	0	0	4.184100418	0.418410042	2.510460251	240	0.008333333	0.008333333	0.020833333	0	0.045833333	0.0125	0	0	1.090909091
11/15/99	1/26/00	Extensity Inc	7372	EXTN	DEUTSCHE-ALEX-B	1.4	7	63.2	20	Common Shares	302255104	Nasdaq	1.4	1.5	4.1	U.S. Public				57.5	3160000						No	No	Yes			1	1	3	71.25		87572	30225510	EXTENSITY INC	EXTN	1/27/00	71.25	EXTENSITY INC	1/27/00	0	0	0.974025974	3.246753247	1.298701299	1.298701299	311	0.003215434	0.003215434	0.028938907	0	0.012861736	0.019292605	0.01607717	0	2.5625
11/15/99	2/10/00	Fargo Electronics Inc	3571	FRGO	PSI	1.05	7	75	15	Common Shares	30744P102	Nasdaq	1.4	1.6	4	U.S. Public	16	14	5000000	75	5000000		8/8/00 0:00	57.501	180	6765625	No	No	Yes			1	1	3	15.13		87606	30744P10	FARGO ELECTRONICS INC	FRGO	2/11/00	15.125	FARGO ELECTRONICS INC	2/11/00	0	15	0.452488688	4.524886878	0	1.357466063	222	0.009009009	0.004504505	0.040540541	0	0.013513514	0	0.013513514	0	0.008333333
11/15/99	6/15/00	Echapman Inc	7375	ECMN	CHAPMAN	0.91	7	16.4	13	Common Shares	26830Q103	Nasdaq	1.385	1.385	4.23077	U.S. Public	16	14	3333333	50	1260000		12/12/00 0:00	59.835	180	8648988	No	No	No			1	1	1	7.38		88337	26830Q10	ECHAPMAN COM INC	ECMN	6/20/00	7.375	ECHAPMAN INC	6/15/00	-5	15	0	3.296703297	0.549450549	0.549450549	183	0.027322404	0	0.016393443	0.005464481	0.010928962	0.027322404	0.038251366	1	-0.432692308
11/15/99	6/15/00	Echapman Inc	7375	ECMN	CHAPMAN	0.91	7	16.4	13	Common Shares	26830Q103	Nasdaq	1.385	1.385	4.23077	U.S. Public	16	14	3333333	50	1260000		12/12/00 0:00	59.835	180	8648988	No	No	No			1	1	1	7.38		88337	26830Q10	ECHAPMAN COM INC	ECMN	6/20/00	7.375	ECHAPMAN INC	6/15/00	-5	15	0	3.296703297	0.549450549	0.549450549	183	0.027322404	0	0.016393443	0.005464481	0.010928962	0.027322404	0.038251366	1	-0.432692308
11/17/99	6/12/00	Take To Auction.com Inc	7389	TTA	NOBLE-INV	0.56	7	10.4	8	Common Shares	874052103	American	Comb.	Comb.	3.5	U.S. Public	12	10	2000000	22	1300000		12/9/00 0:00	38.669	180	2822857	No	No	No			1	1	1	8.5		88316	87722P10	TAKE TO AUCTION COM INC	TTA	6/13/00	8.5	"TELZUIT MEDICAL TECHNOLOGIES, INC."	6/15/00	2	11	0	2.173913043	0	0	93	0.021505376	0	0.043010753	0	0.053763441	0.010752688	0	0	0.0625
11/18/99	12/13/99	Tritel Inc	4812	TTEL	GS	1.26	7	168.8	18	Class A Shares	89675X104	Nasdaq	1.444	1.389	4.16667	U.S. Public				172.5	9375000		6/10/00 0:00	69.537	180	88197033	No	No	Yes			1	1	4	30.19		87516	89675X10	TRITEL INC	TTEL	12/14/99	30.1875	TRITEL INC	12/15/99	1	0	2.395209581	2.395209581	0	4.790419162	170	0	0.017647059	0.047058824	0	0.029411765	0.017647059	0.011764706	0	0.677083333
11/18/99	12/13/99	Tritel Inc	4812	TTEL	GS	1.26	7	168.8	18	Class A Shares	89675X104	Nasdaq	1.444	1.389	4.16667	U.S. Public				172.5	9375000		6/10/00 0:00	69.537	180	88197033	No	No	Yes			1	1	4	30.19		87516	89675X10	TRITEL INC	TTEL	12/14/99	30.1875	TRITEL INC	12/15/99	1	0	2.395209581	2.395209581	0	4.790419162	170	0	0.017647059	0.047058824	0	0.029411765	0.017647059	0.011764706	0	0.677083333
11/19/99	2/10/00	webMethods Inc	7372	WEBM	MSDW	2.45	7	121.6	35	Common Shares	94768C108	Nasdaq	1.4	1.057	4.54286	U.S. Public				45	3475000						No	No	Yes			1	1	4	212.63		87644	94768C10	WEBMETHODS INC	WEBM	2/11/00	212.625	WEBMETHODS INC	2/11/00	0	0	0.636942675	3.184713376	1.27388535	0	159	0	0	0.025157233	0	0.018867925	0.006289308	0	1	5.075
11/19/99	2/16/00	Choice One Communications	4813		MSDW	1.4	7	114.3	20	Common Shares	17038P104		1.4	1.1	4.5	U.S. Public				100	5716000		8/14/00 0:00	52.19	180	15624618	No	No	No	ACCC	ACC Corp	1	1	5	29.56		87596	17038P10	CHOICE ONE COMMUNICATIONS INC	CWON	2/17/00	29.5625	CHOICE ONE COMMUNICATIONS INC	2/17/00	0	0	4.166666667	5.833333333	0.833333333	4.166666667	122	0	0.008196721	0.049180328	0	0.016393443	0.008196721	0	1	0.478125
11/22/99	1/31/00	Turnstone Systems Inc	3669	TSTN	GS	2.03	7	75	29	Common Shares	900423104	Nasdaq	1.414	1.414	4.17241	U.S. Public				48.3	2585000						No	No	Yes			1	1	3	97		87638	90042310	TURNSTONE SYSTEMS INC	TSTN	2/1/00	97	TURNSTONE SYSTEMS INC	2/1/00	0	0	2.678571429	4.464285714	0	2.678571429	114	0	0.00877193	0.01754386	0	0.00877193	0.00877193	0.01754386	1	2.344827586
11/22/99	2/9/00	Witness Systems Inc	7372	WITS	CHASE-HQ	1.4	7	76	20	Common Shares	977424100	Nasdaq	1.4	1.4	4.2	U.S. Public				60	3800000		8/7/00 0:00	1.252	180	266000	No	No	Yes			1	1	3	40.06		87646	97742410	WITNESS SYSTEMS INC	WITS	2/10/00	40.0625	WITNESS SYSTEMS INC	2/10/00	0	0	1.081081081	7.567567568	1.081081081	3.243243243	188	0.021276596	0.005319149	0.042553191	0	0.031914894	0.010638298	0.010638298	0	1.003125
11/23/99	4/4/00	MetLife Inc	6311	MET	CS-FB/GS(JB)	0.64	4.491	2495.9	14.25	Common Shares	59156R108	New York	0.842	0.842	2.80702	U.S. Public	24	14		6513.6	175150000						No	No	No			2	2	14	14.75		87842	59156R10	METLIFE INC	MET	4/5/00	14.75	METLIFE INC	4/6/00	1	19	0.408163265	2.448979592	0	0	246	0	0	0.008130081	0	0.020325203	0	0.004065041	0	0.035087719
11/23/99	4/4/00	MetLife Inc	6311	MET	CS-FB/GS(JB)	0.64	4.491	2495.9	14.25	Common Shares	59156R108	New York	0.842	0.842	2.80702	U.S. Public	24	14		6513.6	175150000						No	No	No			2	2	14	14.75		87842	59156R10	METLIFE INC	MET	4/5/00	14.75	METLIFE INC	4/6/00	1	19	0.408163265	2.448979592	0	0	246	0	0	0.008130081	0	0.020325203	0	0.004065041	0	0.035087719
11/24/99	1/31/00	Sequenom Inc	3841	SQNM	WARBURG-DR	1.82	7	119.4	26	Common Shares	817337108	Nasdaq	1.404	1.365	4.23077	U.S. Public				70	4593750						No	No	Yes			1	1	3	79.25		87632	81733740	SEQUENOM INC	SQNM	2/1/00	79.25	SEQUENOM INC	2/1/00	0	0	0.964630225	7.073954984	0.643086817	2.572347267	313	0.003194888	0.012779553	0.028753994	0	0.012779553	0.003194888	0.012779553	0	2.048076923
11/24/99	1/31/00	Sequenom Inc	3841	SQNM	WARBURG-DR	1.82	7	119.4	26	Common Shares	817337108	Nasdaq	1.404	1.365	4.23077	U.S. Public				70	4593750						No	No	Yes			1	1	3	79.25		87632	81733740	SEQUENOM INC	SQNM	2/1/00	79.25	SEQUENOM INC	2/1/00	0	0	0.964630225	7.073954984	0.643086817	2.572347267	313	0.003194888	0.012779553	0.028753994	0	0.012779553	0.003194888	0.012779553	0	2.048076923
11/24/99	2/9/00	Organic Inc	7372	OGNC	GS	1.4	7	95.5	20	Common Shares	6.86E+105	Nasdaq	1.4	1.4	4.2	U.S. Public				75	4776052						No	No	No			1	2	3	39.94		87624	6.86E+14	ORGANIC INC	OGNC	2/10/00	39.9375	ORGANIC INC	2/10/00	0	0	0.546448087	3.278688525	0	2.732240437	185	0.005405405	0	0.043243243	0	0.032432432	0.016216216	0.010810811	0	0.996875
11/24/99	2/11/00	Beasley Broadcast Group Inc	4832	BBGI	CS-FB	1.046	6.748	80.7	15.5	Class A Shares	74014101	Nasdaq	1.348	1.348	4.05161	U.S. Public				150	5206000						No	No	No			1	1	4	14.13		87589	7401410	BEASLEY BROADCAST GROUP INC	BBGI	2/11/00	14.125	BEASLEY BROADCAST GROUP INC	2/14/00	3	0	1.149425287	4.597701149	0	3.448275862	174	0.011494253	0	0.051724138	0	0.011494253	0	0.005747126	0	-0.088709677
11/24/99	2/15/00	Vantagemed Corp	7372	VMDC	ADVEST	0.84	7	36	12	Common Shares	92208W106	OTC	1.417	1.417	4.16667	U.S. Public	11	9	3000000	30	3000000		8/13/00 0:00	65.112	180	5599036	No	No	No			1	1	2	10.06		87641	92208W10	VANTAGEMED CORP	VMDC	2/15/00	10.0625	VANTAGEMED CORP	2/15/00	0	10	7.168458781	3.225806452	0.358422939	0.358422939	282	0	0.007092199	0.024822695	0	0.014184397	0.014184397	0.007092199	0	-0.161458333
11/30/99	2/3/00	Antigenics Inc	2836	AGEN	US-PIPER	1.26	7	63	18	Common Shares	37032109	Nasdaq	1.389	1.444	4.16667	U.S. Public				46	3500000		2/2/01 0:00	72.273	365	17907156	No	No	No			1	1	2	61.38		87583	00847G70	ANTIGENICS INC DEL	AGEN	2/4/00	61.375	AGENUS INC	2/4/00	0	0	1.923076923	2.884615385	0	0.961538462	105	0	0	0.019047619	0	0.038095238	0.00952381	0.019047619	0	2.409722222
12/1/99	3/7/00	iprint.com Inc	7375	IPRT	CS-FB	0.7	7	32.6	10	Common Shares	462628108	Nasdaq	1.4	1.4	4.2	U.S. Public				50	3258000						No	No	Yes			1	1	4	15.75		87783	46262810	IPRINT COM INC	IPRT	3/8/00	15.75	IPRINT TECHNOLOGIES INC	3/8/00	0	0	1.840490798	3.067484663	0.613496933	3.067484663	165	0	0.006060606	0.054545455	0	0.024242424	0.006060606	0.012121212	0	0.575
12/2/99	3/6/00	Net2000 Communications Inc	4813	NTKK	GS	1.4	7	174.1	20	Common Shares	64122G103	Nasdaq	Comb.	Comb.		U.S. Public				172.5	8705000						No	No	Yes			1	1	4	35.06		87796	64122G10	NET2000 COMMUNICATIONS INC	NTKK	3/7/00	35.0625	NET2000 COMMUNICATIONS INC	5/15/00	69	0	2.272727273	0.757575758	0	2.272727273	132	0.022727273	0.015151515	0.015151515	0	0.007575758	0.022727273	0.007575758	0	0.753125
12/3/99	2/3/00	Avanex Corp	3674	AVNX	MSDW	2.52	7	182.7	36	Common Shares	05348W109	Nasdaq	1.389	1.25	4.36111	U.S. Public				96.6	5075000						No	No	Yes			1	1	4	172		87588	05348W30	AVANEX CORP	AVNX	2/4/00	172	AVANEX CORP	2/4/00	0	0	1.219512195	3.658536585	1.219512195	1.219512195	84	0	0	0.023809524	0	0.011904762	0.011904762	0	0	3.777777778
12/3/99	2/9/00	Cypress Communications Inc	4813	CYCO	BEAR	1.19	7	170	17	Common Shares	232743104	Nasdaq	1.412	1.412	4.17647	U.S. Public	16	14		150	10000000		8/7/00 0:00	78.193	180	35856415	No	No	Yes			1	1	3	20.5		87597	23274320	CYPRESS COMMUNICATIONS INC	CYCO	2/10/00	20.5	CYPRESS COMMUNICATIONS INC	2/11/00	1	15	0.943396226	3.773584906	0	1.886792453	107	0	0	0.046728972	0	0.056074766	0.009345794	0.009345794	0	0.205882353
12/6/99	2/15/00	Chordiant Software Inc	7372	CHRD	BOSTON-ROBERTS	1.26	7	81	18	Common Shares	170404107	Nasdaq	1.389	1.389	4.22222	U.S. Public	10	8	4500000	40.5	4500000		8/13/00 0:00	86.434	180	30094801	No	No	Yes			1	1	3	39.44		87649	17040430	CHORDIANT SOFTWARE INC	CHRD	2/15/00	39.4375	CHORDIANT SOFTWARE INC	2/15/00	0	9	0	1.807228916	0.602409639	1.807228916	167	0	0.005988024	0.035928144	0	0.05988024	0	0.011976048	1	1.190972222
12/8/99	2/10/00	Lante Corp	7379	LNTE	CS-FB	1.4	7	58.8	20	Common Shares	516540101	Nasdaq	1.4	1.4	4.2	U.S. Public				50	2942000						No	No	Yes			1	1	4	54.94		87616	51654010	LANTE CORPORATION	LNTE	2/11/00	54.9375	LANTE CORP	2/11/00	0	0	1.123595506	4.494382022	1.123595506	1.123595506	91	0	0.010989011	0.021978022	0	0.032967033	0.010989011	0.010989011	1	1.746875
12/8/99	2/17/00	Inforte Corp	8748	INFT	GS	2.24	7	55.5	32	Common Shares	45677R107	Nasdaq	1.406	1.563	4.03125	U.S. Public				50	1735000						No	No	No			1	1	3	72.94		87611	45677R10	INFORTE CORPORATION	INFT	2/18/00	72.9375	INFORTE CORP	2/18/00	0	0	1.183431953	2.366863905	0.591715976	0.591715976	171	0	0.011695906	0.046783626	0	0.023391813	0.011695906	0.011695906	1	1.279296875
12/8/99	2/28/00	Avenue A Inc	7319	AVEA	MSDW	1.68	7	104.4	24	Common Shares	53566105	Nasdaq	1.417	1.042	4.54167	U.S. Public				60	4350000						No	No	Yes			1	1	3	72		87587	03839G10	AVENUE A INC	AVEA	2/29/00	72	AQUANTIVE INC	2/29/00	0	0	1.5625	2.34375	0	2.34375	130	0.007692308	0	0.030769231	0	0.015384615	0.015384615	0.007692308	0	2
12/8/99	3/15/00	Shochet Holding Corp	6211	SHOC	GAINES-BERLAND	0.81	9	9	9	Common Shares	82488Q101	Sm Cap Mkt	1.778	1.778	5.44444	U.S. Public	9	7	800000	6.4	1000000		3/5/02 0:00	54.545	720	1200000	No	No	No		Research Partners Intl Inc	1	2	2	9.25		87811	82488Q10	SHOCHET HOLDING CORP	SHOC	3/15/00	9.25	LENCO MOBILE INC.	3/20/00	5	8	0	3.153153153	0	1.801801802	223	0	0.013452915	0.022421525	0	0.049327354	0.00896861	0.013452915	0	0.027777778
12/9/99	2/10/00	Pets.com Inc	5999	IPET	MERRILL	0.77	7	66	11	Common Shares	71676K109	Nasdaq	1.455	1.455	4.09091	U.S. Public				100	6000000						No	No	Yes			1	1	4	11		87654	71676K10	PETS COM INC	IPET	2/11/00	11	IPET HOLDINGS INC	2/11/00	0	0	1.226993865	3.680981595	1.226993865	5.521472393	167	0.005988024	0	0.011976048	0.005988024	0.023952096	0.005988024	0.017964072	0	0
12/9/99	2/24/00	DigitalThink Inc	8299	DTHK	CS-FB	0.98	7	43.9	14	Common Shares	25388M100	Nasdaq	1.429	1.429	4.14286	U.S. Public				75	3135000						No	No	Yes			1	1	3	29		87599	25388M10	DIGITALTHINK INC	DTHK	2/25/00	29	DIGITALTHINK INC	2/25/00	0	0	1.62601626	2.43902439	0.81300813	1.62601626	125	0	0.008	0.032	0	0.008	0.016	0.008	1	1.071428571
12/10/99	3/2/00	Prime Response Inc	7372	PRME	FLEET-BOSTON	1.26	7	63	18	Common Shares	74158B100	Nasdaq	1.389	1.389	4.22222	U.S. Public				52.3	3500000		8/29/00 0:00	82.348	180	16328002	No	No	Yes			1	1	4	23.88		87802	74158B10	PRIME RESPONSE INC	PRME	3/3/00	23.875	PRIME RESPONSE INC/DE	3/3/00	0	0	3.137254902	2.352941176	0.392156863	1.568627451	257	0.003891051	0.003891051	0.011673152	0	0.035019455	0.007782101	0.003891051	1	0.326388889
12/10/99	3/3/00	Versata Inc	7373	VATA	THOMAS-WEISEL	1.68	7	92.4	24	Common Shares	925298101	Pink Sheet	1.417	1.417	4.16667	U.S. Public				57.5	3850000		8/30/00 0:00	8.214	180	3118804	No	No	No			1	1	4			87826	92529820	VERSATA INC	VATA	3/3/00	92.75	VERSATA INC	3/3/00	0	0	0.520833333	1.5625	0	3.125	193	0	0.010362694	0.020725389	0	0.031088083	0.015544041	0.005181347	1	2.864583333
12/13/99	3/1/00	Palm Inc	7372	PALM	GS	1.995	5.25	741.9	38	Common Shares	696642107	Nasdaq	1.066	1.053	3.13158	U.S. Public				100	19524000						No	No	Yes	COMS	3Com Corp	1	2	4	95.06		87800	69664310	PALM INC	PALM	3/2/00	95.0625	PALM INC	3/2/00	0	0	0.943396226	3.773584906	0.943396226	0.943396226	109	0	0	0.055045872	0	0.018348624	0.009174312	0	0	1.501644737
12/14/99	2/29/00	MatrixOne Inc	3571	MONE	GS	1.75	7	107.8	25	Common Shares	57685P304	Nasdaq	1.4	1.4	4.2	U.S. Public					4310000						No	No	Yes			1	1	4	73.81		87793	57685P30	MATRIXONE INC	MONE	3/1/00	73.8125	MATRIXONE INC	3/1/00	0	0	1.5625	2.34375	0.78125	2.34375	130	0	0.007692308	0.023076923	0	0.030769231	0.015384615	0.007692308	0	1.9525
12/14/99	3/13/00	FairMarket Inc	5999	FAIM	DEUTSCHE-ALEX-B	1.19	7	63.8	17	Common Shares	305158107	Nasdaq	1.412	1.412	4.17647	U.S. Public				40	3750000						No	No	Yes			1	1	3	48.5		87768	26779R10	FAIRMARKET INC	FAIM	3/14/00	48.5	"COSTAR TECHNOLOGIES, INC."	3/14/00	0	0	0	2.727272727	0.909090909	1.818181818	112	0	0	0.0625	0	0.044642857	0	0.008928571	0	1.852941176
12/15/99	2/14/00	Diversa Corp	8731	DVSA	BEAR	1.68	7	174	24	Common Shares	255064107	Nasdaq	1.417	1.417	4.16667	U.S. Public				85	7250000		8/12/00 0:00	1.027	180	339380	No	No	Yes			1	1	3	75		87601	92340P20	DIVERSA CORP	DVSA	2/14/00	75	VERENIUM CORP	2/15/00	1	0	3.03030303	4.545454545	1.515151515	1.515151515	69	0	0	0.043478261	0.014492754	0.043478261	0.028985507	0	0	2.125
12/15/99	7/11/00	Divine Interventures Inc	7375	DVIN	FLEET-BOSTON	0.63	7	128.6	9	Class A Shares	255404105	Nasdaq	1.556	1.222	4.22222	U.S. Public				250	14285000		1/7/01 0:00	89.607	180	123162453	No	No	Yes			1	1	5	8.78		88472	25540240	DIVINE INTERVENTURES INC	DVIN	7/13/00	10.5625	DIVINE INC	7/12/00	-1	0	1.240694789	1.736972705	0	1.985111663	405	0	0.017283951	0.041975309	0	0.024691358	0.009876543	0.014814815	0	0.173611111
