Name,Filing Date,Word Length_category,c1,c2,c3,c4,ticker,Word Length_sentiment,negative,positive,uncertainty,litigious,strongmodal,weakmodal,constraining
"SGX PHARMACEUTICALS, INC.",2/1/06,400,0.5,2.75,0.25,2.75,SGXP,405.0,0.0024691360000000002,0.019753086,0.054320988,0.009876543,0.019753086,0.009876543,0.0074074069999999995
"ORCHARD ENTERPRISES, INC.",2/2/06,248,2.822580645,1.612903226,0.806451613,1.2096774190000001,DMGI,250.0,0.008,0.016,0.027999999999999997,0.012,0.02,0.016,0.027999999999999997
"INTERCELL USA, INC.",2/2/06,220,0.0,1.8181818180000002,0.454545455,2.272727273,IOMI,223.0,0.004484305,0.013452915,0.040358744,0.0,0.022421525,0.00896861,0.00896861
KOPPERS HOLDINGS INC.,2/2/06,56,0.0,3.571428571,0.0,0.0,KOP,56.0,0.017857143,0.0,0.0,0.017857143,0.071428571,0.0,0.0
AMERICAN TELECOM SERVICES INC,2/2/06,668,0.598802395,2.245508982,0.0,3.143712575,TES,672.0,0.005952381,0.014880952,0.02827381,0.007440476,0.020833333,0.014880952,0.013392857
"THOMAS WEISEL PARTNERS GROUP, INC.",2/2/06,76,1.315789474,1.315789474,0.0,2.631578947,TWPG,76.0,0.0,0.0,0.013157895,0.0,0.039473684,0.013157895,0.013157895
TERNIUM S.A.,2/2/06,125,0.8,4.0,0.0,2.4,TX,125.0,0.0,0.0,0.016,0.0,0.008,0.0,0.0
VALERA PHARMACEUTICALS INC,2/2/06,289,1.038062284,0.346020761,0.346020761,3.806228374,VLRX,290.0,0.0,0.010344828,0.037931034,0.0,0.027586207,0.0034482759999999997,0.024137931
DEX LIQUIDATING CO.,2/3/06,164,1.219512195,2.43902439,0.0,2.43902439,CRDC,166.0,0.0,0.006024096,0.048192770999999995,0.0,0.036144578,0.012048193,0.018072289
ENERGY TRANSFER LP,2/3/06,327,0.305810398,3.6697247710000003,0.611620795,0.917431193,ETE,327.0,0.006116208000000001,0.0,0.024464832000000002,0.0,0.03058104,0.0,0.006116208000000001
"SMART MODULAR TECHNOLOGIES (WWH), INC.",2/3/06,182,0.549450549,3.296703297,0.549450549,2.197802198,SMOD,185.0,0.010810811000000002,0.0,0.016216216000000002,0.005405405,0.021621622000000004,0.005405405,0.010810811000000002
COINMACH SERVICE CORP,2/6/06,419,0.477326969,3.579952267,0.0,0.477326969,DRA,419.0,0.007159905,0.0,0.019093079,0.014319809,0.016706443999999997,0.002386635,0.007159905
"HEALTHSPRING, INC.",2/6/06,146,0.0,4.794520548,0.0,0.684931507,HS,146.0,0.020547945,0.0,0.054794521,0.0,0.020547945,0.0,0.0
EXANTAS CAPITAL CORP.,2/7/06,162,0.617283951,8.641975309,0.0,0.0,RSO,162.0,0.0,0.0,0.024691357999999997,0.0,0.024691357999999997,0.00617284,0.0
"CROCS, INC.",2/8/06,427,0.702576112,4.2154566739999995,0.234192037,3.044496487,CROX,430.0,0.009302326,0.011627907,0.011627907,0.002325581,0.025581395,0.002325581,0.004651163
MORTONS RESTAURANT GROUP INC,2/9/06,625,0.0,4.64,0.0,0.96,MRT,627.0,0.004784689,0.0,0.035087718999999996,0.004784689,0.009569378,0.003189793,0.014354067
NIGHTHAWK RADIOLOGY HOLDINGS INC,2/9/06,193,1.03626943,5.18134715,0.518134715,1.03626943,NHWK,193.0,0.0,0.0,0.025906736,0.0,0.020725389,0.005181347,0.005181347
NTELOS HOLDINGS CORP.,2/9/06,312,0.0,4.807692308,0.0,0.0,NTLS,312.0,0.016025641,0.0,0.028846154,0.006410256,0.025641026,0.012820513,0.0
EXCO RESOURCES INC,2/9/06,479,0.41753653399999996,5.010438413,0.0,1.6701461380000002,XCO,480.0,0.010416667,0.0020833329999999997,0.008333333,0.0020833329999999997,0.014583333,0.0,0.0
ACORDA THERAPEUTICS INC,2/10/06,356,0.8426966290000001,1.123595506,0.8426966290000001,2.5280898880000002,ACOR,361.0,0.005540166,0.013850416,0.016620499,0.002770083,0.024930748,0.008310249,0.008310249
MAGELLAN MIDSTREAM HOLDINGS LP,2/10/06,73,0.0,2.7397260269999997,0.0,1.369863014,MGG,74.0,0.0,0.0,0.040540541,0.0,0.040540541,0.0,0.0
AMCOMP INC /FL,2/13/06,67,0.0,1.4925373130000001,0.0,0.0,AMCP,68.0,0.0,0.014705882,0.014705882,0.0,0.058823529000000006,0.0,0.0
"NBL TEXAS, LLC",2/13/06,17,0.0,0.0,0.0,0.0,ROSE,17.0,0.0,0.0,0.0,0.0,0.117647059,0.0,0.0
MORGANS HOTEL GROUP CO.,2/14/06,415,0.0,8.192771084,0.0,0.0,MHGC,417.0,0.002398082,0.0,0.023980815,0.0,0.016786571,0.004796163,0.0
"VIVID LEARNING SYSTEMS, INC.",2/14/06,16,0.0,0.0,0.0,0.0,,16.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0
CLARK HOLDINGS INC.,2/16/06,1417,0.21171489100000002,2.6817219480000003,0.0,0.21171489100000002,GLA-U,1425.0,0.01122807,0.004912281,0.014035088000000001,0.009824560999999999,0.02245614,0.008421053000000001,0.004912281
SPARK NETWORKS INC,2/16/06,75,0.0,4.0,0.0,0.0,LOV,77.0,0.0,0.0,0.012987013,0.0,0.038961038999999996,0.012987013,0.025974026
"LAKE SHORE BANCORP, INC.",2/21/06,178,1.123595506,6.179775281,0.0,0.561797753,LSBK,178.0,0.005617978,0.005617978,0.0,0.005617978,0.016853933,0.028089887999999997,0.011235955
LIQUIDITY SERVICES INC,2/23/06,216,3.7037037039999996,4.166666667,0.46296296299999995,2.314814815,LQDT,218.0,0.004587155999999999,0.018348623999999997,0.027522936,0.004587155999999999,0.027522936,0.02293578,0.009174311999999999
KYN CAPITAL GROUP INC,2/24/06,10,0.0,0.0,0.0,0.0,NTYN,10.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
PACIFIC AIRPORT GROUP,2/24/06,29,0.0,0.0,0.0,0.0,PAC,29.0,0.0,0.0,0.0,0.0,0.068965517,0.0,0.0
"GRUBB & ELLIS REALTY ADVISORS, INC.",2/28/06,1216,0.986842105,2.631578947,0.0,0.328947368,GAV'U,1223.0,0.012264922,0.004088307,0.003270646,0.012264922,0.026165168,0.008176615,0.002452984
"INDIA GLOBALIZATION CAPITAL, INC.",3/3/06,1125,0.26666666699999997,3.644444444,0.0,0.355555556,IGC-U,1132.0,0.015017668,0.004416961,0.004416961,0.013250883,0.027385159,0.008833922,0.00795053
ORACLE HEALTHCARE ACQUISITION CORP.,3/3/06,1177,0.339847069,2.7187765510000004,0.0,0.254885302,OHAQU,1179.0,0.014418998999999998,0.005089059,0.005089059,0.006785411,0.021204411,0.016963528000000002,0.005937235
ALEXZA PHARMACEUTICALS INC.,3/8/06,273,0.366300366,1.8315018319999998,0.366300366,2.564102564,ALXA,274.0,0.0,0.010948905,0.032846715,0.0,0.025547445,0.01459854,0.010948905
"EAGLE TEST SYSTEMS, INC.",3/9/06,184,1.630434783,4.891304348,0.0,0.0,EGLT,185.0,0.0,0.0,0.021621622000000004,0.0,0.021621622000000004,0.005405405,0.005405405
"UAN CULTURAL & CREATIVE CO., LTD.",3/10/06,847,0.118063754,2.12514758,0.0,0.354191263,GHBAU,849.0,0.004711425,0.011778563,0.007067138000000001,0.016489988,0.020023557,0.008244994,0.005889281999999999
TRANSDIGM GROUP INC,3/15/06,21,0.0,0.0,0.0,0.0,TDG,21.0,0.0,0.0,0.0,0.0,0.047619048,0.0,0.0
TOWER US HOLDINGS INC.,3/16/06,1236,0.404530744,2.2653721680000003,0.0,0.242718447,AQR-U,1240.0,0.013709677,0.008064515999999999,0.00483871,0.010483871,0.017741935,0.016129031999999998,0.005645161
TOWER US HOLDINGS INC.,3/16/06,1236,0.404530744,2.2653721680000003,0.0,0.242718447,AQR-U,1240.0,0.013709677,0.008064515999999999,0.00483871,0.010483871,0.017741935,0.016129031999999998,0.005645161
PET DRX CORP,3/17/06,1579,0.126662445,3.6732108930000003,0.0,0.126662445,EHHAU,1588.0,0.019521411000000002,0.001889169,0.006926951999999999,0.023299748,0.032745592000000004,0.007556675,0.011335013
NEXTEST SYSTEMS CORP,3/22/06,182,1.098901099,2.7472527469999997,1.098901099,3.296703297,NEXT,185.0,0.005405405,0.0,0.005405405,0.0,0.032432432000000004,0.005405405,0.005405405
EFUTURE HOLDING INC.,3/23/06,209,1.435406699,1.9138755980000002,0.0,1.435406699,EFUT,210.0,0.014285714,0.014285714,0.014285714,0.0,0.0,0.028571429,0.004761905
"NORTH AMERICAN INSURANCE LEADERS, INC.",3/23/06,1128,0.177304965,2.925531915,0.0,0.443262411,NAO,1136.0,0.012323944,0.003521127,0.007042254,0.006161972,0.019366196999999998,0.01584507,0.004401408
MACRO BANK INC.,3/24/06,81,1.234567901,1.234567901,0.0,1.234567901,BMA,81.0,0.0,0.012345678999999998,0.037037037,0.0,0.037037037,0.0,0.0
MACRO BANK INC.,3/24/06,81,1.234567901,1.234567901,0.0,1.234567901,BMA,81.0,0.0,0.012345678999999998,0.037037037,0.0,0.037037037,0.0,0.0
CLAYTON HOLDINGS INC,3/24/06,256,0.390625,6.25,0.0,1.5625,CLAY,256.0,0.00390625,0.00390625,0.015625,0.0,0.01171875,0.0,0.015625
"GLOBAL TRAFFIC NETWORK, INC.",3/24/06,300,1.0,2.666666667,0.666666667,2.666666667,GNET,304.0,0.003289474,0.009868421,0.032894737,0.0,0.019736842,0.009868421,0.006578947
TIM HORTONS INC.,3/24/06,98,0.0,6.12244898,0.0,3.06122449,THI,98.0,0.010204082,0.0,0.030612245,0.0,0.010204082,0.0,0.0
CHINA GRENTECH CORP LTD,3/31/06,195,0.0,1.5384615380000002,1.5384615380000002,2.051282051,GRRF,199.0,0.0,0.010050251,0.015075377,0.0,0.020100503,0.0,0.0
"HIMAX TECHNOLOGIES, INC.",3/31/06,151,0.0,3.311258278,0.662251656,3.311258278,HIMX,152.0,0.0,0.0,0.046052632,0.0,0.032894737,0.006578947,0.006578947
PHOENIX INDIA ACQUISITION CORP.,3/31/06,1118,0.178890877,3.220035778,0.0,0.178890877,PXIAU,1125.0,0.013333333000000001,0.0044444440000000005,0.008,0.010666667,0.020444444,0.013333333000000001,0.0062222219999999995
VISICU INC,4/5/06,192,1.041666667,1.041666667,1.5625,2.604166667,EICU,194.0,0.0,0.015463918,0.015463918,0.0,0.025773196,0.010309278,0.010309278
GENERAL FINANCE CORP,4/5/06,450,0.222222222,2.444444444,0.0,0.0,GFN-U,450.0,0.006666666999999999,0.0,0.017777778,0.013333333000000001,0.026666667,0.008888889,0.0
GOODMAN GLOBAL INC,4/6/06,78,0.0,0.0,0.0,0.0,GGL,78.0,0.038461537999999997,0.0,0.025641026,0.012820513,0.025641026,0.0,0.0
CASTLE BRANDS INC,4/6/06,299,1.003344482,4.682274247,0.668896321,1.003344482,ROX,301.0,0.003322259,0.006644518,0.009966777,0.0,0.009966777,0.003322259,0.009966777
"OMEGA NAVIGATION ENTERPRISES, INC.",4/7/06,256,0.78125,6.25,0.0,4.296875,ONAV,257.0,0.015564202,0.003891051,0.003891051,0.007782101,0.011673152,0.011673152,0.0
SEALY CORP,4/10/06,199,0.0,3.015075377,0.0,0.0,ZZ,199.0,0.0050251259999999996,0.0,0.025125627999999997,0.0050251259999999996,0.030150754,0.0,0.0050251259999999996
ASIA AUTOMOTIVE ACQUISITION CORP.,4/12/06,962,0.103950104,2.9106029110000002,0.103950104,0.207900208,AAACU,970.0,0.013402062,0.005154639,0.0061855669999999995,0.009278350999999999,0.025773196,0.007216495,0.0061855669999999995
"CATALYST BIOSCIENCES, INC.",4/12/06,502,0.199203187,0.7968127490000001,0.597609562,2.19123506,TRGT,507.0,0.0039447729999999995,0.031558185,0.025641026,0.001972387,0.013806706,0.015779093,0.007889545999999999
VANDA PHARMACEUTICALS INC.,4/13/06,250,1.6,1.2,1.2,4.0,VNDA,255.0,0.007843137,0.015686275,0.043137255,0.003921569000000001,0.039215686,0.007843137,0.007843137
SOUTHPEAK INTERACTIVE CORP,4/20/06,693,0.144300144,2.3088023090000003,0.0,0.144300144,GSPAU,695.0,0.005755395999999999,0.010071942,0.005755395999999999,0.01294964,0.023021582999999998,0.007194245,0.0043165470000000004
"SUPERIOR ENERGY SERVICES-NORTH AMERICA SERVICES, INC",4/21/06,215,0.46511627899999997,7.906976744,0.0,3.7209302330000003,CPX,216.0,0.00462963,0.0,0.013888889,0.00462963,0.009259259,0.00462963,0.00462963
"OMRIX BIOPHARMACEUTICALS, INC.",4/21/06,239,0.8368200840000001,2.928870293,0.41841004200000004,5.439330544,OMRI,240.0,0.004166667,0.008333333,0.0375,0.0,0.029166667,0.008333333,0.0125
"O2 SECURE WIRELESS, INC.",4/21/06,20,0.0,0.0,0.0,0.0,OTOW,20.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0
SHANGHAI CENTURY ACQUISITION CORP,4/25/06,851,0.117508813,2.937720329,0.0,0.470035253,SHA-U,856.0,0.009345794000000001,0.0058411209999999995,0.00817757,0.009345794000000001,0.02453271,0.0058411209999999995,0.0058411209999999995
COREL CORP,4/26/06,418,1.9138755980000002,6.937799042999999,0.0,2.631578947,CREL,418.0,0.004784689,0.002392344,0.007177033,0.0,0.014354067,0.007177033,0.002392344
AMERICAN MOLD GUARD INC,4/27/06,932,0.0,3.64806867,0.214592275,0.965665236,AMGIU,945.0,0.006349206,0.00952381,0.023280422999999998,0.0010582010000000002,0.022222222000000003,0.003174603,0.010582011
AMERICAN OVERSEAS GROUP LIMITED,4/28/06,63,0.0,0.0,0.0,0.0,RAMR,63.0,0.0,0.0,0.031746032,0.0,0.047619048,0.0,0.0
"CPI INTERNATIONAL, INC.",5/1/06,141,0.0,5.673758865,0.0,2.836879433,CPII,141.0,0.007092199,0.007092199,0.035460992999999996,0.0,0.014184397,0.0,0.0
DYNCORP INTERNATIONAL INC.,5/4/06,378,0.0,2.3809523809999997,0.0,0.0,DCP,379.0,0.015831135,0.0,0.023746702,0.002638522,0.023746702,0.007915567,0.005277045
"DELEK US ENERGY, INC.",5/4/06,220,1.8181818180000002,4.545454545,0.0,1.363636364,DK,220.0,0.0,0.018181818,0.013636364,0.0,0.022727273,0.0,0.004545455
"EASTERN INSURANCE HOLDINGS, INC.",5/5/06,248,0.0,2.822580645,0.0,0.403225806,EIHI,248.0,0.0,0.0040322579999999995,0.024193548,0.0,0.032258065,0.012096774,0.008064515999999999
"NORTHSTAR NEUROSCIENCE, INC.",5/5/06,158,1.265822785,1.898734177,0.0,1.265822785,NSTR,160.0,0.0125,0.0,0.0375,0.00625,0.03125,0.0125,0.0125
SECURITY DEVICES INTERNATIONAL INC.,5/5/06,309,0.0,1.9417475730000002,1.294498382,1.6181229769999999,SDEV,314.0,0.00955414,0.003184713,0.01910828,0.003184713,0.02866242,0.012738853999999999,0.031847134
"ALLIANCE HOLDINGS GP, L.P.",5/10/06,129,0.0,3.1007751939999997,0.775193798,0.0,AHGP,129.0,0.0,0.0,0.015503876000000002,0.0,0.031007752000000003,0.0,0.0
COMPASS GROUP DIVERSIFIED HOLDINGS LLC,5/11/06,322,0.621118012,5.900621117999999,0.0,0.621118012,CODI,322.0,0.01242236,0.0,0.040372671,0.00310559,0.02173913,0.0,0.00310559
"PARATEK PHARMACEUTICALS, INC.",5/11/06,366,0.546448087,1.6393442619999998,0.273224044,2.18579235,NOVC,367.0,0.005449591,0.005449591,0.024523161,0.002724796,0.010899183,0.024523161,0.016348774
KITARA MEDIA CORP.,5/12/06,920,0.0,3.260869565,0.0,0.21739130399999998,ASAQU,924.0,0.010822511000000002,0.004329004,0.005411255,0.010822511000000002,0.031385281,0.006493506,0.003246753
"BIOMIMETIC THERAPEUTICS, INC.",5/12/06,182,0.549450549,1.6483516480000002,0.549450549,3.296703297,BMTI,185.0,0.0,0.010810811000000002,0.048648649,0.0,0.021621622000000004,0.010810811000000002,0.010810811000000002
"BASIN WATER, INC.",5/12/06,250,0.0,5.6,0.0,2.0,BWTR,253.0,0.007905138,0.007905138,0.031620552999999996,0.003952569,0.023715415,0.007905138,0.011857708
"RESTORE MEDICAL, INC.",5/17/06,104,0.0,1.9230769230000002,0.961538462,1.9230769230000002,REST,105.0,0.0,0.0,0.047619048,0.0,0.028571429,0.0,0.00952381
BURGER KING HOLDINGS INC,5/18/06,176,0.0,6.25,0.0,1.704545455,BKC,176.0,0.0,0.011363636000000002,0.017045455,0.0,0.017045455,0.0,0.0
EMBARQ CORP,5/18/06,9,0.0,0.0,0.0,0.0,EQ,9.0,0.0,0.0,0.0,0.0,0.111111111,0.0,0.0
PENSON WORLDWIDE INC,5/18/06,377,0.530503979,5.835543767000001,0.26525198899999997,2.122015915,PNSN,384.0,0.0,0.010416667,0.018229167,0.018229167,0.026041667,0.005208333,0.0078125
GOLD RESOURCE CORP,5/19/06,202,0.495049505,4.455445545,1.98019802,0.99009901,GORO,204.0,0.004901961,0.009803922,0.014705882,0.009803922,0.034313725,0.004901961,0.019607843
DARWIN PROFESSIONAL UNDERWRITERS INC,5/22/06,324,0.0,0.9259259259999999,0.0,0.0,DR,324.0,0.009259259,0.0,0.012345678999999998,0.0,0.030864198,0.0,0.0
ROMA FINANCIAL CORP,5/23/06,393,0.763358779,4.8346055980000004,0.254452926,0.254452926,ROMA,393.0,0.0,0.005089059,0.007633588,0.012722646,0.038167939,0.017811705,0.007633588
VONAGE HOLDINGS CORP,5/24/06,183,0.546448087,3.278688525,1.092896175,1.6393442619999998,VG,183.0,0.027322403999999998,0.0,0.010928962,0.010928962,0.027322403999999998,0.016393443,0.005464481
LIBERTY BANCORP INC,5/25/06,340,0.882352941,2.352941176,0.294117647,1.470588235,LBCP,340.0,0.0,0.005882353000000001,0.0029411759999999998,0.011764706000000002,0.011764706000000002,0.020588235,0.014705882
MASTERCARD INC,5/25/06,221,0.0,5.882352941000001,0.452488688,0.452488688,MA,221.0,0.013574661000000002,0.0,0.013574661000000002,0.009049774,0.013574661000000002,0.004524887,0.0
MARINER ENERGY INC,5/26/06,18,0.0,0.0,0.0,0.0,ME,18.0,0.0,0.0,0.0,0.0,0.111111111,0.0,0.0
"MUELLER WATER PRODUCTS, INC.",5/26/06,520,0.192307692,4.807692308,0.0,0.961538462,MWA,520.0,0.003846154,0.003846154,0.030769231,0.009615385,0.023076923,0.005769231,0.009615385
"CTC MEDIA, INC.",6/1/06,155,3.225806452,4.516129032,0.64516129,1.2903225809999999,CTCM,156.0,0.0,0.0,0.012820513,0.0,0.032051282,0.025641026,0.0
TOWN SPORTS INTERNATIONAL HOLDINGS INC,6/2/06,211,0.0,1.421800948,0.0,0.473933649,CLUB,211.0,0.0,0.0,0.018957346,0.004739335999999999,0.018957346,0.004739335999999999,0.004739335999999999
HD PARTNERS ACQUISITION CORP,6/2/06,947,0.105596621,3.379091869,0.0,0.105596621,HDP.U,950.0,0.012631578999999999,0.0063157890000000005,0.008421053000000001,0.017894737,0.023157895,0.007368421,0.012631578999999999
"ALPHATEC HOLDINGS, INC.",6/5/06,402,0.49751243799999995,2.23880597,0.49751243799999995,1.7412935319999998,ATEC,405.0,0.0049382720000000005,0.024691357999999997,0.02962963,0.0024691360000000002,0.022222222000000003,0.012345678999999998,0.032098765
"AFFINITY MEDIA INTERNATIONAL CORP.,",6/6/06,1708,0.11709601900000001,2.1077283369999997,0.0,0.11709601900000001,AFMI,1714.0,0.023337222999999997,0.000583431,0.012835473,0.009334889,0.017502917,0.01050175,0.005834306
COMMUNITY BANKERS TRUST CORP,6/6/06,1625,0.615384615,3.569230769,0.0,0.43076923100000003,BTC.U,1638.0,0.017704518,0.002442002,0.009157509,0.016483516,0.026251526,0.009157509,0.011599512
LUNA INNOVATIONS INC,6/6/06,365,0.547945205,1.6438356159999998,0.0,4.383561643999999,LUNA,368.0,0.0027173909999999996,0.005434783,0.024456522,0.008152174,0.016304348,0.010869565,0.013586957
"LOOPNET, INC.",6/7/06,146,1.369863014,1.369863014,0.684931507,2.054794521,LOOP,147.0,0.0,0.013605441999999999,0.013605441999999999,0.006802720999999999,0.027210883999999998,0.013605441999999999,0.013605441999999999
VERIGY LTD.,6/13/06,235,0.0,4.255319149,0.425531915,1.276595745,VRGY,236.0,0.012711864,0.0,0.033898305,0.004237288,0.016949153,0.004237288,0.004237288
VERASUN ENERGY CORP,6/14/06,110,0.0,0.9090909090000001,0.0,8.181818182,VSE,110.0,0.0,0.0,0.009090909,0.0,0.027272727000000004,0.009090909,0.018181818
GOLFSMITH INTERNATIONAL HOLDINGS INC,6/15/06,343,0.0,2.040816327,0.0,2.3323615159999997,GOLF,343.0,0.008746356,0.0,0.020408163,0.0029154520000000002,0.0058309040000000005,0.0,0.023323615
HOUSTON WIRE & CABLE CO,6/15/06,121,0.826446281,7.4380165289999995,0.0,0.826446281,HWCC,121.0,0.0,0.0,0.008264463,0.0,0.016528926,0.024793388,0.0
SYNCHRONOSS TECHNOLOGIES INC,6/15/06,145,1.379310345,2.068965517,2.068965517,4.137931034,SNCR,146.0,0.0,0.006849315,0.020547945,0.0,0.04109589,0.01369863,0.006849315
VOLCANO CORP,6/15/06,221,0.904977376,3.1674208139999998,0.904977376,2.714932127,VOLC,222.0,0.004504505,0.004504505,0.013513513999999999,0.0,0.027027027000000002,0.004504505,0.018018018
TECHWELL INC,6/22/06,183,1.092896175,2.18579235,1.092896175,1.6393442619999998,TWLL,186.0,0.0,0.005376344,0.032258065,0.0,0.032258065,0.005376344,0.010752688
INVESCO CURRENCYSHARES AUSTRALIAN DOLLAR TRUST,6/26/06,40,0.0,2.5,0.0,0.0,FXA,40.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
INVESCO CURRENCYSHARES BRITISH POUND STERLING TRUST,6/26/06,41,0.0,2.43902439,0.0,0.0,FXB,41.0,0.0,0.0,0.0,0.0,0.048780488,0.0,0.0
INVESCO CURRENCYSHARES CANADIAN DOLLAR TRUST,6/26/06,40,0.0,2.5,0.0,0.0,FXC,40.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
INVESCO CURRENCYSHARES SWISS FRANC TRUST,6/26/06,40,0.0,2.5,0.0,0.0,FXF,40.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
CURRENCYSHARES MEXICAN PESO TRUST,6/26/06,40,0.0,2.5,0.0,0.0,FXM,40.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
INVESCO CURRENCYSHARES SWEDISH KRONA TRUST,6/26/06,40,0.0,2.5,0.0,0.0,FXS,40.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
HOME BANCSHARES INC,6/26/06,155,0.64516129,1.935483871,1.2903225809999999,0.64516129,HOMB,156.0,0.0,0.006410256,0.025641026,0.0,0.044871795,0.025641026,0.006410256
"OMNITURE, INC.",6/28/06,225,0.8888888890000001,1.7777777780000001,0.444444444,1.7777777780000001,OMTR,225.0,0.0044444440000000005,0.008888889,0.017777778,0.0,0.026666667,0.031111111,0.008888889
CARDIOVASCULAR SYSTEMS INC,6/28/06,514,0.38910505799999995,1.556420233,0.38910505799999995,4.2801556419999995,RDYN,518.0,0.011583012,0.019305019,0.027027027000000002,0.007722008000000001,0.015444015,0.019305019,0.017374517
U.S. HELICOPTER CORP,6/28/06,68,1.470588235,4.4117647060000005,0.0,2.9411764710000003,,69.0,0.0,0.0,0.0,0.0,0.043478261,0.014492753999999998,0.0
J CREW GROUP INC,6/29/06,270,0.0,2.222222222,0.0,0.37037037,JCG,270.0,0.0037037040000000004,0.0,0.011111111000000002,0.0074074069999999995,0.011111111000000002,0.0037037040000000004,0.011111111000000002
"PGT INNOVATIONS, INC.",6/29/06,277,0.0,4.332129964,0.0,4.332129964,PGTI,278.0,0.014388488999999999,0.0,0.014388488999999999,0.014388488999999999,0.0,0.003597122,0.0
AVENTINE RENEWABLE ENERGY HOLDINGS INC,6/30/06,167,0.598802395,0.0,0.0,3.5928143710000002,AVR,167.0,0.0,0.005988024000000001,0.011976048000000001,0.0,0.011976048000000001,0.0,0.0
GMARKET INC.,6/30/06,179,0.558659218,2.7932960889999996,0.558659218,2.7932960889999996,GMKT,182.0,0.0,0.0,0.027472527000000004,0.0,0.021978022000000003,0.005494505,0.005494505
"ASCENT SOLAR TECHNOLOGIES, INC.",7/11/06,400,0.0,3.75,0.75,4.5,ASTIU,405.0,0.009876543,0.0,0.022222222000000003,0.009876543,0.017283951000000002,0.012345678999999998,0.0
"ALLIED WORLD ASSURANCE CO HOLDINGS, GMBH",7/13/06,66,0.0,6.0606060610000005,0.0,0.0,AWH,66.0,0.0,0.0,0.015151515,0.0,0.03030303,0.0,0.0
BEVERLY NATIONAL CORP,7/13/06,175,1.714285714,5.714285714,2.285714286,1.714285714,BNV,175.0,0.0,0.017142857,0.017142857,0.005714286,0.017142857,0.017142857,0.0
ISRAEL GROWTH PARTNERS ACQUISITION CORP.,7/13/06,723,0.138312586,2.766251729,0.0,0.138312586,IGPAU,725.0,0.009655172,0.006896551999999999,0.006896551999999999,0.019310345,0.020689655,0.008275862,0.013793103000000001
"COWEN HOLDINGS, INC.",7/14/06,25,0.0,8.0,0.0,0.0,COWN,25.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0
"NUSTAR GP HOLDINGS, LLC",7/14/06,13,0.0,0.0,0.0,0.0,VEH,13.0,0.0,0.0,0.0,0.0,0.076923077,0.0,0.0
ENERGY INFRASTRUCTURE ACQUISITION CORP.,7/20/06,2080,0.096153846,5.048076923,0.0,0.096153846,EIIU,2097.0,0.020505483999999997,0.004291845,0.008583691,0.012398665,0.017167382,0.0047687170000000004,0.013352408
ENERGY INFRASTRUCTURE ACQUISITION CORP.,7/20/06,2080,0.096153846,5.048076923,0.0,0.096153846,EIIU,2097.0,0.020505483999999997,0.004291845,0.008583691,0.012398665,0.017167382,0.0047687170000000004,0.013352408
ISHARES S&P GSCI COMMODITY-INDEXED TRUST,7/20/06,60,0.0,3.333333333,0.0,0.0,GSG,60.0,0.016666667,0.0,0.016666667,0.0,0.05,0.0,0.0
TARGA ENERGY LP,7/21/06,80,0.0,2.5,0.0,0.0,AHD,80.0,0.0,0.0,0.0125,0.0,0.0375,0.0,0.0
CLEVELAND BIOLABS INC,7/21/06,327,0.611620795,1.22324159,1.22324159,0.917431193,CBLI,328.0,0.0,0.015243902,0.015243902,0.012195122,0.012195122,0.009146341,0.012195122
MILLENNIUM INVESTMENT & ACQUISITION CO INC.,7/21/06,846,0.11820331,2.955082742,0.0,0.11820331,MQC.U,855.0,0.009356725,0.0035087720000000003,0.005847953,0.008187135,0.022222222000000003,0.004678363,0.0070175440000000006
VIEWPOINT FINANCIAL GROUP,7/21/06,607,0.329489292,3.13014827,0.0,1.812191104,VPFG,607.0,0.0,0.011532125,0.011532125,0.008237231999999999,0.026359142999999998,0.014827018,0.009884679
WNS (HOLDINGS) LTD,7/26/06,105,2.857142857,3.80952381,0.9523809520000001,0.9523809520000001,WNS,108.0,0.0,0.0,0.027777778,0.0,0.046296295999999994,0.018518519,0.018518519
CHART INDUSTRIES INC,7/27/06,195,0.0,3.076923077,0.0,0.512820513,GTLS,195.0,0.0,0.0,0.051282050999999995,0.015384615,0.035897436,0.0,0.0
"GEOMET, INC.",7/28/06,81,0.0,7.407407407000001,0.0,4.938271605,GMET,18.0,0.0,0.0,0.0,0.0,0.111111111,0.0,0.0
"GEOMET, INC.",7/28/06,81,0.0,7.407407407000001,0.0,4.938271605,GMET,81.0,0.0,0.0,0.024691357999999997,0.0,0.024691357999999997,0.0,0.0
"CRYSTAL RIVER CAPITAL, INC.",7/31/06,53,0.0,1.8867924530000002,0.0,0.0,CRZ,53.0,0.0,0.0,0.09433962300000001,0.0,0.037735849,0.0,0.0
